session_id,customer_id,vehicle_id,station_id,charger_id,charger_type,start_time,end_time,initial_soc,target_soc,energy_consumed_kwh,charging_duration_minutes,station_utilization,queue_length,cost_inr,payment_method,date,hour,day_of_week,month,is_weekend,is_peak_hour,soc_gap,customer_segment,station_name,city,total_chargers,customer_type,customer_city,vehicle_type,vehicle_model,battery_capacity_kwh
40647,CU01380,V07048,S007,C0049,DC,2025-03-19 02:47:00,2025-03-19 03:07:03.921747259,5,35,9.0,20.1,0.33,4,144.0,UPI,2025-03-19,2,Wednesday,March,0,0,30,Power User,MG Road,Delhi,9,Individual,Delhi,Hatchback,Tata Tiago EV,30
18485,CU01736,V05009,S009,C0061,AC,2025-11-20 23:16:00,2025-11-21 00:33:58.647084861,47,71,7.2,78.0,0.84,2,86.4,UPI,2025-11-20,23,Thursday,November,0,0,24,Regular,Dwarka Sector 21,Gurgaon,7,Individual,Ghaziabad,Hatchback,MG Comet,30
47301,CU02505,V05908,S001,C0005,AC,2025-08-19 20:12:00,2025-08-20 02:19:39.728031981,14,65,35.7,367.7,0.85,6,428.4,UPI,2025-08-19,20,Tuesday,August,0,1,51,Regular,Connaught Place,Gurgaon,6,Individual,Ghaziabad,SUV,Hyundai Ioniq 5,70
55992,CU02476,V03267,S006,C0039,DC,2025-04-03 14:00:00,2025-04-03 14:21:55.003904931,6,44,13.3,21.9,0.5,5,212.8,UPI,2025-04-03,14,Thursday,April,0,0,38,Regular,Karol Bagh,Delhi,9,Fleet,Faridabad,Hatchback,Tata Tiago EV,35
60781,CU03772,V04428,S017,C0113,DC,2025-08-29 21:52:00,2025-08-29 22:39:00.036674818,47,86,19.2,47.0,0.49,0,343.2,UPI,2025-08-29,21,Friday,August,0,0,39,Regular,Udyog Vihar,Delhi,5,Individual,Gurgaon,Sedan,MG5,55
27627,CU02783,V06255,S016,C0106,DC_FAST,2025-11-25 14:09:00,2025-11-25 14:27:31.561489305,23,77,18.9,18.5,0.27,5,378.0,Wallet,2025-11-25,14,Tuesday,November,0,0,54,Regular,Greater Kailash,Delhi,4,Fleet,Delhi,Hatchback,MG Comet,35
18925,CU01681,V07408,S014,C0096,DC,2025-07-15 07:40:00,2025-07-15 09:58:44.222862587,14,68,64.8,138.7,0.49,1,1036.8,UPI,2025-07-15,7,Tuesday,July,0,0,54,Regular,Lajpat Nagar,Delhi,6,Individual,Gurgaon,Commercial Van,Mahindra Treo,120
59058,CU02798,V01159,S003,C0017,AC,2025-06-27 15:21:00,2025-06-27 17:15:48.627667472,30,82,36.4,114.8,0.6,0,436.8,UPI,2025-06-27,15,Friday,June,0,0,52,Regular,Sector 18,Noida,7,Individual,Gurgaon,SUV,Tata Nexon EV,70
22749,CU01710,V01246,S002,C0010,DC,2025-07-30 08:39:00,2025-07-30 09:17:20.838714613,22,74,36.4,38.3,0.51,4,582.4,Wallet,2025-07-30,8,Wednesday,July,0,1,52,Regular,Cyber Hub,Ghaziabad,5,Fleet,Faridabad,SUV,Mahindra XUV400,70
49704,CU00082,V07343,S007,C0051,AC,2025-07-03 16:08:00,2025-07-03 17:00:27.045899321,40,65,7.5,52.5,0.95,5,90.0,Debit Card,2025-07-03,16,Thursday,July,0,0,25,Regular,MG Road,Delhi,9,Fleet,Noida,Hatchback,Tata Tiago EV,30
64030,CU01183,V04273,S016,C0106,DC_FAST,2025-10-26 18:47:00,2025-10-26 19:17:33.212854483,38,86,28.8,30.6,0.8,4,576.0,UPI,2025-10-26,18,Sunday,October,1,1,48,Regular,Greater Kailash,Delhi,4,Individual,Noida,Sedan,MG5,60
59064,CU03750,V03572,S001,C0005,AC,2025-07-28 13:50:00,2025-07-28 16:21:50.439291476,16,36,15.0,151.8,0.74,4,180.0,UPI,2025-07-28,13,Monday,July,0,0,20,Regular,Connaught Place,Gurgaon,6,Individual,Noida,SUV,Mahindra XUV400,75
56721,CU00806,V02102,S005,C0027,DC,2025-02-05 15:59:00,2025-02-05 16:50:28.759397814,6,74,20.4,51.5,0.85,4,326.4,UPI,2025-02-05,15,Wednesday,February,0,0,68,Regular,Rajouri Garden,Delhi,9,Individual,Gurgaon,Hatchback,MG Comet,30
54015,CU02561,V01311,S004,C0021,AC,2025-09-08 08:05:00,2025-09-08 09:56:43.541460327,55,94,11.7,111.7,0.41,1,140.4,Wallet,2025-09-08,8,Monday,September,0,1,39,Regular,DLF Phase 3,Gurgaon,7,Individual,Ghaziabad,Hatchback,MG Comet,30
28435,CU01816,V04784,S010,C0071,DC_FAST,2025-08-28 15:55:00,2025-08-28 16:32:34.462952579,27,75,48.0,37.6,0.51,3,960.0,Debit Card,2025-08-28,15,Thursday,August,0,0,48,Regular,Saket,Noida,7,Individual,Faridabad,SUV,Hyundai Ioniq 5,100
23945,CU00223,V06273,S009,C0060,DC,2025-10-07 18:46:00,2025-10-07 19:32:37.013210736,45,96,40.8,46.6,0.43,3,652.8,Credit Card,2025-10-07,18,Tuesday,October,0,1,51,Regular,Dwarka Sector 21,Gurgaon,7,Fleet,Ghaziabad,Commercial Van,Mahindra Treo,80
69808,CU02055,V01250,S018,C0119,DC_FAST,2025-03-21 16:07:00,2025-03-21 16:24:06.907969619,13,45,17.6,17.1,0.91,3,352.0,UPI,2025-03-21,16,Friday,March,0,0,32,Regular,Sector 137,Gurgaon,7,Fleet,Gurgaon,Sedan,BYD Seal,55
43327,CU00100,V02195,S016,C0107,DC,2025-04-14 20:10:00,2025-04-14 20:18:00.000000000,25,50,0.75,8.0,0.81,1,12.0,UPI,2025-04-14,20,Monday,April,0,1,25,Regular,Greater Kailash,Delhi,4,Individual,Noida,Two-Wheeler,Ola S1,3
58799,CU02129,V05209,S008,C0054,AC,2025-05-20 22:32:00,2025-05-21 01:47:38.926955592,56,93,18.5,195.6,0.59,5,222.0,UPI,2025-05-20,22,Tuesday,May,0,0,37,Regular,Sector 62,Faridabad,6,Individual,Faridabad,Sedan,BYD Seal,50
33808,CU01735,V00217,S010,C0068,AC,2025-05-17 18:05:00,2025-05-17 18:40:15.496397777,18,39,12.6,35.3,0.69,2,151.2,UPI,2025-05-17,18,Saturday,May,1,1,21,Regular,Saket,Noida,7,Individual,Faridabad,Sedan,BYD Seal,60
53898,CU00185,V03889,S003,C0012,AC,2025-09-10 10:19:00,2025-09-10 11:20:47.525113711,35,69,10.2,61.8,0.91,3,122.4,Wallet,2025-09-10,10,Wednesday,September,0,0,34,Regular,Sector 18,Noida,7,Fleet,Ghaziabad,Hatchback,Tata Tiago EV,30
17439,CU03864,V01996,S019,C0124,DC,2025-07-18 09:47:00,2025-07-18 09:55:00.000000000,8,38,0.9,8.0,0.6,2,14.4,UPI,2025-07-18,9,Friday,July,0,1,30,Regular,Nehru Place,Gurgaon,4,Individual,Gurgaon,Two-Wheeler,Ola S1,3
18533,CU03355,V01815,S020,C0125,DC_FAST,2025-03-18 13:42:00,2025-03-18 14:11:43.565426929,41,68,16.2,29.7,0.66,4,324.0,Credit Card,2025-03-18,13,Tuesday,March,0,0,27,Regular,Sohna Road,Delhi,7,Individual,Delhi,Sedan,BYD Seal,60
31722,CU00982,V00474,S017,C0111,DC,2025-02-18 05:16:00,2025-02-18 05:43:29.434901739,16,62,27.6,27.5,0.25,6,441.6,UPI,2025-02-18,5,Tuesday,February,0,0,46,Regular,Udyog Vihar,Delhi,5,Individual,Noida,Commercial Van,Mahindra Treo,60
36315,CU02557,V07021,S020,C0129,AC,2025-08-12 21:37:00,2025-08-13 00:45:20.639113031,21,54,19.8,188.3,0.58,2,237.6,UPI,2025-08-12,21,Tuesday,August,0,0,33,Regular,Sohna Road,Delhi,7,Individual,Gurgaon,Sedan,MG5,60
43105,CU01349,V01041,S009,C0062,DC,2025-08-21 00:35:00,2025-08-21 01:07:20.452486430,15,56,20.5,32.3,0.87,5,328.0,Wallet,2025-08-21,0,Thursday,August,0,0,41,Regular,Dwarka Sector 21,Gurgaon,7,Individual,Gurgaon,Sedan,MG5,50
57927,CU01211,V00785,S020,C0128,DC,2025-07-22 21:53:00,2025-07-22 22:02:12.197354782,16,55,1.56,9.2,0.34,5,24.96,UPI,2025-07-22,21,Tuesday,July,0,0,39,Regular,Sohna Road,Delhi,7,Individual,Noida,Two-Wheeler,Ola S1,4
62755,CU01432,V05573,S018,C0116,AC,2025-11-09 20:35:00,2025-11-09 23:43:48.901051556,50,100,30.0,188.8,0.46,1,360.0,UPI,2025-11-09,20,Sunday,November,1,1,50,Regular,Sector 137,Gurgaon,7,Individual,Delhi,Sedan,MG5,60
60538,CU01478,V03684,S004,C0019,AC,2025-04-23 17:23:00,2025-04-23 19:38:06.483849050,26,77,40.8,135.1,0.52,3,489.6,UPI,2025-04-23,17,Wednesday,April,0,0,51,Regular,DLF Phase 3,Gurgaon,7,Fleet,Faridabad,Commercial Van,Tata Ace EV,80
34043,CU01607,V00329,S010,C0072,DC,2025-01-13 07:36:00,2025-01-13 08:39:01.301146115,7,71,44.8,63.0,0.94,1,716.8,Credit Card,2025-01-13,7,Monday,January,0,0,64,Regular,Saket,Noida,7,Individual,Faridabad,SUV,Tata Nexon EV,70
66083,CU04442,V05970,S016,C0107,DC,2025-09-06 01:35:00,2025-09-06 02:25:46.200713445,49,85,28.8,50.8,0.31,4,460.8,UPI,2025-09-06,1,Saturday,September,1,0,36,Regular,Greater Kailash,Delhi,4,Individual,Delhi,Commercial Van,Tata Ace EV,80
61247,CU03615,V06747,S014,C0096,DC,2025-02-21 15:31:00,2025-02-21 17:04:17.460064775,19,86,33.5,93.3,0.93,3,536.0,UPI,2025-02-21,15,Friday,February,0,0,67,Regular,Lajpat Nagar,Delhi,6,Individual,Gurgaon,Sedan,MG5,50
42767,CU03557,V02617,S010,C0072,DC,2025-10-11 10:03:00,2025-10-11 10:28:58.998105419,34,61,13.5,26.0,0.58,5,216.0,Credit Card,2025-10-11,10,Saturday,October,1,0,27,Regular,Saket,Noida,7,Individual,Gurgaon,Sedan,BYD Seal,50
31584,CU00081,V04897,S011,C0074,AC,2025-02-19 07:49:00,2025-02-19 07:58:46.194431356,7,60,1.06,9.8,0.69,2,12.72,UPI,2025-02-19,7,Wednesday,February,0,0,53,Regular,Vasant Kunj,Delhi,4,Fleet,Faridabad,Two-Wheeler,Ola S1,2
60903,CU00859,V05849,S007,C0047,DC,2025-07-28 08:38:00,2025-07-28 08:46:00.000000000,55,95,1.2,8.0,0.4,4,19.2,UPI,2025-07-28,8,Monday,July,0,1,40,Regular,MG Road,Delhi,9,Fleet,Ghaziabad,Two-Wheeler,Ather 450X,3
38457,CU04140,V02069,S006,C0040,AC,2025-06-11 21:27:00,2025-06-12 02:07:36.905270679,46,100,44.28,280.6,0.75,0,531.36,UPI,2025-06-11,21,Wednesday,June,0,0,54,Regular,Karol Bagh,Delhi,9,Individual,Noida,SUV,Mahindra XUV400,82
21903,CU02158,V00459,S006,C0041,DC,2025-08-25 05:42:00,2025-08-25 06:08:55.955234417,50,71,11.55,26.9,0.22,1,184.8,Credit Card,2025-08-25,5,Monday,August,0,0,21,Regular,Karol Bagh,Delhi,9,Individual,Delhi,Sedan,BYD Seal,55
34763,CU02326,V05599,S015,C0098,DC,2025-11-12 12:33:00,2025-11-12 13:41:22.482243941,52,100,28.8,68.4,0.57,1,460.8,UPI,2025-11-12,12,Wednesday,November,0,0,48,Regular,Sector 29,Delhi,8,Individual,Gurgaon,Sedan,MG5,60
54707,CU00608,V03012,S001,C0001,DC_FAST,2025-05-01 17:06:00,2025-05-01 17:22:48.291759655,52,100,16.8,16.8,0.69,3,336.0,Wallet,2025-05-01,17,Thursday,May,0,0,48,Regular,Connaught Place,Gurgaon,6,Individual,Ghaziabad,Hatchback,MG Comet,35
67261,CU02105,V01312,S003,C0016,DC_FAST,2025-12-28 20:45:00,2025-12-28 21:30:35.262786975,18,70,41.6,45.6,0.43,2,832.0,UPI,2025-12-28,20,Sunday,December,1,1,52,Regular,Sector 18,Noida,7,Fleet,Delhi,Commercial Van,Mahindra Treo,80
18733,CU01885,V01353,S013,C0084,AC,2025-05-04 20:43:00,2025-05-04 21:04:38.737593262,35,55,0.8,21.6,0.38,3,9.6,Credit Card,2025-05-04,20,Sunday,May,1,1,20,Regular,Indirapuram,Noida,8,Fleet,Faridabad,Two-Wheeler,Ola S1,4
26636,CU01454,V07653,S016,C0106,DC_FAST,2025-12-23 07:25:00,2025-12-23 07:35:12.787031193,25,63,22.8,10.2,0.38,2,456.0,Credit Card,2025-12-23,7,Tuesday,December,0,0,38,Regular,Greater Kailash,Delhi,4,Fleet,Noida,Sedan,MG5,60
52379,CU01941,V03012,S019,C0124,DC,2025-11-27 10:15:00,2025-11-27 10:37:13.833336062,32,97,22.75,22.2,0.66,5,364.0,Credit Card,2025-11-27,10,Thursday,November,0,0,65,Regular,Nehru Place,Gurgaon,4,Fleet,Delhi,Hatchback,MG Comet,35
61055,CU04443,V03059,S020,C0129,AC,2025-06-02 14:31:00,2025-06-02 17:10:42.607015687,40,77,14.8,159.7,0.7,1,177.6,Credit Card,2025-06-02,14,Monday,June,0,0,37,Regular,Sohna Road,Delhi,7,Individual,Faridabad,Hatchback,MG Comet,40
36280,CU04835,V07726,S003,C0013,AC,2025-05-27 07:18:00,2025-05-27 07:26:00.000000000,26,84,1.16,8.0,0.68,4,13.92,Credit Card,2025-05-27,7,Tuesday,May,0,0,58,Regular,Sector 18,Noida,7,Fleet,Ghaziabad,Two-Wheeler,Ather 450X,2
23495,CU00916,V02101,S002,C0010,DC,2025-01-09 06:27:00,2025-01-09 06:38:43.883608038,39,87,0.96,11.7,0.59,2,15.36,Debit Card,2025-01-09,6,Thursday,January,0,0,48,Regular,Cyber Hub,Ghaziabad,5,Individual,Faridabad,Two-Wheeler,Ola S1,2
14262,CU01677,V06701,S013,C0083,DC_FAST,2025-10-22 06:55:00,2025-10-22 07:15:06.849943722,7,70,47.25,20.1,0.89,1,945.0,UPI,2025-10-22,6,Wednesday,October,0,0,63,Regular,Indirapuram,Noida,8,Individual,Noida,SUV,Tata Nexon EV,75
19671,CU01949,V06273,S004,C0024,DC_FAST,2025-05-12 15:13:00,2025-05-12 15:34:50.855842159,25,90,52.0,21.8,0.37,1,1040.0,UPI,2025-05-12,15,Monday,May,0,0,65,Regular,DLF Phase 3,Gurgaon,7,Individual,Gurgaon,Commercial Van,Mahindra Treo,80
45252,CU00118,V01037,S002,C0008,AC,2025-02-22 09:37:00,2025-02-22 09:54:57.858087833,49,100,1.02,18.0,0.6,3,12.24,Debit Card,2025-02-22,9,Saturday,February,1,1,51,Regular,Cyber Hub,Ghaziabad,5,Fleet,Gurgaon,Two-Wheeler,Ather 450X,2
36415,CU04570,V05605,S012,C0078,DC,2025-04-26 08:18:00,2025-04-26 08:26:00.000000000,26,82,2.24,8.0,0.75,2,35.84,UPI,2025-04-26,8,Saturday,April,1,1,56,Regular,Golf Course Road,Ghaziabad,6,Fleet,Noida,Two-Wheeler,Ather 450X,4
67815,CU03260,V04818,S010,C0068,AC,2025-03-31 19:56:00,2025-03-31 21:03:47.028376977,41,88,18.8,67.8,0.8,3,225.6,Credit Card,2025-03-31,19,Monday,March,0,1,47,Regular,Saket,Noida,7,Individual,Noida,Hatchback,Tata Tiago EV,40
15600,CU02205,V05399,S008,C0058,DC,2025-04-25 20:13:00,2025-04-25 20:28:07.747748240,25,71,1.84,15.1,0.47,3,29.44,UPI,2025-04-25,20,Friday,April,0,1,46,Regular,Sector 62,Faridabad,6,Fleet,Ghaziabad,Two-Wheeler,Ather 450X,4
34256,CU02734,V06279,S001,C0001,DC_FAST,2025-12-06 21:13:00,2025-12-06 21:34:34.936853551,50,97,23.5,21.6,0.27,2,470.0,Credit Card,2025-12-06,21,Saturday,December,1,0,47,Regular,Connaught Place,Gurgaon,6,Fleet,Gurgaon,Sedan,MG5,50
19658,CU00056,V07741,S012,C0081,DC,2025-03-31 14:28:00,2025-03-31 14:50:31.003000171,49,70,7.35,22.5,0.82,3,117.6,Wallet,2025-03-31,14,Monday,March,0,0,21,Regular,Golf Course Road,Ghaziabad,6,Individual,Delhi,Hatchback,MG Comet,35
19033,CU01754,V04936,S014,C0092,AC,2025-10-24 01:32:00,2025-10-24 01:57:12.934973311,45,92,0.94,25.2,0.89,8,11.28,Debit Card,2025-10-24,1,Friday,October,0,0,47,Regular,Lajpat Nagar,Delhi,6,Individual,Gurgaon,Two-Wheeler,Ola S1,2
63375,CU01003,V02032,S007,C0045,DC,2025-07-12 04:43:00,2025-07-12 05:23:59.707391052,46,87,24.6,41.0,0.26,1,393.6,UPI,2025-07-12,4,Saturday,July,1,0,41,Regular,MG Road,Delhi,9,Individual,Gurgaon,Sedan,BYD Seal,60
37217,CU04913,V00139,S007,C0046,DC_FAST,2025-10-02 18:36:00,2025-10-02 18:44:00.000000000,46,81,1.05,8.0,0.74,6,21.0,Credit Card,2025-10-02,18,Thursday,October,0,1,35,Regular,MG Road,Delhi,9,Individual,Noida,Two-Wheeler,Ather 450X,3
66492,CU03011,V01875,S013,C0090,DC,2025-04-22 17:27:00,2025-04-22 18:38:45.352553471,25,76,30.6,71.8,0.58,1,489.6,UPI,2025-04-22,17,Tuesday,April,0,0,51,Regular,Indirapuram,Noida,8,Individual,Ghaziabad,Commercial Van,Tata Ace EV,60
56379,CU02570,V00255,S017,C0113,DC,2025-06-30 10:07:00,2025-06-30 11:35:48.338944079,23,57,34.0,88.8,0.26,3,544.0,Credit Card,2025-06-30,10,Monday,June,0,0,34,Regular,Udyog Vihar,Delhi,5,Individual,Ghaziabad,SUV,Hyundai Ioniq 5,100
51767,CU01617,V07903,S001,C0002,AC,2025-01-26 18:31:00,2025-01-26 18:42:27.807348362,22,80,1.74,11.5,0.27,2,20.88,UPI,2025-01-26,18,Sunday,January,1,1,58,Regular,Connaught Place,Gurgaon,6,Fleet,Delhi,Two-Wheeler,Ola S1,3
59549,CU02859,V07682,S017,C0109,DC,2025-12-15 10:38:00,2025-12-15 11:23:34.094084355,54,100,27.6,45.6,0.74,5,441.6,UPI,2025-12-15,10,Monday,December,0,0,46,Regular,Udyog Vihar,Delhi,5,Individual,Faridabad,Sedan,MG5,60
55023,CU04417,V05992,S018,C0116,AC,2025-07-18 05:44:00,2025-07-18 11:49:05.438358850,13,77,64.0,365.1,0.23,0,768.0,Credit Card,2025-07-18,5,Friday,July,0,0,64,Regular,Sector 137,Gurgaon,7,Individual,Gurgaon,SUV,Tata Nexon EV,100
25768,CU00733,V05933,S017,C0110,AC,2025-11-20 09:04:00,2025-11-20 11:02:34.985378019,55,100,36.0,118.6,0.33,4,432.0,UPI,2025-11-20,9,Thursday,November,0,1,45,Regular,Udyog Vihar,Delhi,5,Fleet,Noida,Commercial Van,Tata Ace EV,80
30046,CU01095,V02324,S007,C0049,DC,2025-07-23 21:14:00,2025-07-23 21:46:18.930665068,26,58,16.0,32.3,0.77,6,256.0,Debit Card,2025-07-23,21,Wednesday,July,0,0,32,Regular,MG Road,Delhi,9,Individual,Delhi,Sedan,MG5,50
31110,CU04791,V05732,S014,C0095,AC,2025-09-22 17:26:00,2025-09-22 19:26:35.089067185,38,100,18.6,120.6,0.49,3,223.2,Credit Card,2025-09-22,17,Monday,September,0,0,62,Regular,Lajpat Nagar,Delhi,6,Individual,Delhi,Hatchback,Tata Tiago EV,30
54053,CU03387,V03433,S013,C0083,DC_FAST,2025-12-20 08:33:00,2025-12-20 08:51:28.617249727,39,85,25.3,18.5,0.54,3,506.0,Wallet,2025-12-20,8,Saturday,December,1,1,46,Regular,Indirapuram,Noida,8,Fleet,Delhi,Sedan,BYD Seal,55
43289,CU02271,V01993,S007,C0048,AC,2025-04-22 22:49:00,2025-04-23 04:37:53.003948916,31,95,51.2,348.9,0.95,0,614.4,UPI,2025-04-22,22,Tuesday,April,0,0,64,Regular,MG Road,Delhi,9,Individual,Gurgaon,Commercial Van,Mahindra Treo,80
27514,CU01144,V00635,S003,C0014,AC,2025-11-10 06:08:00,2025-11-10 09:04:58.606637489,52,90,31.16,177.0,0.24,2,373.92,Credit Card,2025-11-10,6,Monday,November,0,0,38,Regular,Sector 18,Noida,7,Individual,Noida,SUV,Mahindra XUV400,82
24705,CU04940,V07236,S014,C0095,AC,2025-12-26 12:09:00,2025-12-26 12:18:06.208525265,5,27,0.44,9.1,0.58,4,5.28,Debit Card,2025-12-26,12,Friday,December,0,0,22,Regular,Lajpat Nagar,Delhi,6,Individual,Noida,Two-Wheeler,Ola S1,2
11803,CU00664,V01753,S008,C0056,DC,2025-12-31 05:55:00,2025-12-31 06:48:11.670491966,18,55,20.35,53.2,0.92,1,325.6,UPI,2025-12-31,5,Wednesday,December,0,0,37,Regular,Sector 62,Faridabad,6,Fleet,Noida,Sedan,BYD Seal,55
26062,CU00862,V07596,S006,C0036,AC,2025-05-28 09:22:00,2025-05-28 09:30:00.000000000,17,74,1.14,8.0,0.55,4,13.68,Credit Card,2025-05-28,9,Wednesday,May,0,1,57,Regular,Karol Bagh,Delhi,9,Individual,Delhi,Two-Wheeler,Ola S1,2
54176,CU01002,V02243,S007,C0048,AC,2025-07-01 12:22:00,2025-07-01 12:30:00.000000000,41,69,0.56,8.0,0.79,2,6.72,UPI,2025-07-01,12,Tuesday,July,0,0,28,Regular,MG Road,Delhi,9,Individual,Delhi,Two-Wheeler,Ola S1,2
21233,CU04734,V01696,S016,C0108,DC,2025-10-25 09:26:00,2025-10-25 10:28:21.898606272,11,69,29.0,62.4,0.34,4,464.0,Wallet,2025-10-25,9,Saturday,October,1,1,58,Regular,Greater Kailash,Delhi,4,Individual,Delhi,Sedan,BYD Seal,50
51768,CU00443,V04940,S009,C0064,AC,2025-12-09 08:22:00,2025-12-09 11:04:14.978805319,30,93,25.2,162.2,0.73,2,302.4,UPI,2025-12-09,8,Tuesday,December,0,1,63,Regular,Dwarka Sector 21,Gurgaon,7,Individual,Delhi,Hatchback,Tata Tiago EV,40
21532,CU02246,V02576,S008,C0053,AC,2025-07-22 13:05:00,2025-07-22 20:48:58.846797830,35,96,45.75,464.0,0.44,11,549.0,UPI,2025-07-22,13,Tuesday,July,0,0,61,Regular,Sector 62,Faridabad,6,Fleet,Gurgaon,SUV,Hyundai Ioniq 5,75
27549,CU01457,V02501,S014,C0096,DC,2025-05-20 20:56:00,2025-05-20 21:18:48.067322002,19,46,9.45,22.8,0.76,1,151.2,UPI,2025-05-20,20,Tuesday,May,0,1,27,Regular,Lajpat Nagar,Delhi,6,Individual,Noida,Hatchback,Tata Tiago EV,35
11068,CU03872,V07315,S004,C0023,DC,2025-12-31 21:04:00,2025-12-31 21:29:51.022253800,25,49,7.2,25.9,0.6,4,115.2,UPI,2025-12-31,21,Wednesday,December,0,0,24,Regular,DLF Phase 3,Gurgaon,7,Individual,Delhi,Hatchback,MG Comet,30
45880,CU04706,V01728,S016,C0107,DC,2025-06-24 09:18:00,2025-06-24 09:44:08.847041123,8,73,19.5,26.1,0.65,3,312.0,Wallet,2025-06-24,9,Tuesday,June,0,1,65,Regular,Greater Kailash,Delhi,4,Individual,Ghaziabad,Hatchback,Tata Tiago EV,30
21564,CU03040,V06093,S004,C0024,DC_FAST,2025-12-13 18:45:00,2025-12-13 18:53:00.000000000,50,100,1.0,8.0,0.37,2,20.0,Wallet,2025-12-13,18,Saturday,December,1,1,50,Regular,DLF Phase 3,Gurgaon,7,Individual,Delhi,Two-Wheeler,Ola S1,2
60700,CU02022,V05211,S012,C0080,DC_FAST,2025-12-14 10:55:00,2025-12-14 11:03:12.747142799,40,100,2.4,8.2,0.48,2,48.0,UPI,2025-12-14,10,Sunday,December,1,0,60,Regular,Golf Course Road,Ghaziabad,6,Individual,Ghaziabad,Two-Wheeler,Ola S1,4
42003,CU00535,V05441,S003,C0014,AC,2025-11-03 20:29:00,2025-11-03 23:41:31.752807339,19,70,30.6,192.5,0.38,3,367.2,UPI,2025-11-03,20,Monday,November,0,1,51,Regular,Sector 18,Noida,7,Fleet,Faridabad,Sedan,MG5,60
54044,CU01025,V06184,S007,C0044,AC,2025-08-05 07:26:00,2025-08-05 14:07:07.121272553,25,82,39.9,401.1,0.58,1,478.8,Wallet,2025-08-05,7,Tuesday,August,0,0,57,Regular,MG Road,Delhi,9,Fleet,Delhi,SUV,Hyundai Ioniq 5,70
27348,CU04396,V02105,S008,C0053,AC,2025-10-18 16:35:00,2025-10-18 17:00:19.499147278,44,91,1.41,25.3,0.58,7,16.92,Debit Card,2025-10-18,16,Saturday,October,1,0,47,Regular,Sector 62,Faridabad,6,Individual,Ghaziabad,Two-Wheeler,Ather 450X,3
33345,CU03636,V05808,S013,C0086,AC,2025-04-05 15:36:00,2025-04-05 20:33:48.417738160,55,100,27.0,297.8,0.9,6,324.0,Debit Card,2025-04-05,15,Saturday,April,1,0,45,Regular,Indirapuram,Noida,8,Individual,Gurgaon,Sedan,BYD Seal,60
48181,CU00565,V03566,S001,C0005,AC,2025-07-01 09:18:00,2025-07-01 11:57:31.954122243,58,89,15.5,159.5,0.28,7,186.0,Debit Card,2025-07-01,9,Tuesday,July,0,1,31,Regular,Connaught Place,Gurgaon,6,Individual,Noida,Sedan,MG5,50
55587,CU03286,V01868,S005,C0034,DC_FAST,2025-11-21 07:55:00,2025-11-21 08:05:12.607325024,9,34,15.0,10.2,0.29,3,300.0,Debit Card,2025-11-21,7,Friday,November,0,0,25,Regular,Rajouri Garden,Delhi,9,Individual,Ghaziabad,Sedan,MG5,60
20386,CU01678,V05544,S007,C0044,AC,2025-01-28 10:13:00,2025-01-28 14:43:20.279180077,16,64,28.8,270.3,0.35,2,345.6,UPI,2025-01-28,10,Tuesday,January,0,0,48,Regular,MG Road,Delhi,9,Individual,Gurgaon,Sedan,MG5,60
46773,CU04431,V06387,S001,C0003,DC,2025-11-25 19:51:00,2025-11-25 20:18:43.132323359,53,100,25.85,27.7,0.52,2,413.6,UPI,2025-11-25,19,Tuesday,November,0,1,47,Regular,Connaught Place,Gurgaon,6,Individual,Noida,Sedan,MG5,55
24624,CU00982,V01832,S003,C0018,DC,2025-08-21 21:19:00,2025-08-21 22:09:37.124034656,30,98,23.8,50.6,0.61,2,380.8,Debit Card,2025-08-21,21,Thursday,August,0,0,68,Regular,Sector 18,Noida,7,Individual,Noida,Hatchback,MG Comet,35
58764,CU01044,V03451,S010,C0068,AC,2025-04-13 23:26:00,2025-04-14 00:16:21.025194729,41,69,15.4,50.4,0.31,4,184.8,Credit Card,2025-04-13,23,Sunday,April,1,0,28,Regular,Saket,Noida,7,Individual,Delhi,Sedan,MG5,55
67533,CU01119,V03165,S006,C0042,DC_FAST,2025-12-31 08:29:00,2025-12-31 09:01:30.389759301,8,35,22.14,32.5,0.6,4,442.8,UPI,2025-12-31,8,Wednesday,December,0,1,27,Regular,Karol Bagh,Delhi,9,Individual,Ghaziabad,SUV,Tata Nexon EV,82
18888,CU04172,V01332,S001,C0004,DC,2025-05-03 10:09:00,2025-05-03 11:50:12.956093187,39,100,48.8,101.2,0.26,3,780.8,UPI,2025-05-03,10,Saturday,May,1,0,61,Regular,Connaught Place,Gurgaon,6,Individual,Ghaziabad,Commercial Van,Mahindra Treo,80
62632,CU01934,V03094,S007,C0047,DC,2025-06-19 12:46:00,2025-06-19 13:03:48.001632288,55,76,6.3,17.8,0.6,2,100.8,Debit Card,2025-06-19,12,Thursday,June,0,0,21,Regular,MG Road,Delhi,9,Individual,Ghaziabad,Hatchback,MG Comet,30
28764,CU00568,V03641,S017,C0113,DC,2025-12-19 01:14:00,2025-12-19 01:22:34.341593185,53,97,0.88,8.6,0.58,3,14.08,Debit Card,2025-12-19,1,Friday,December,0,0,44,Regular,Udyog Vihar,Delhi,5,Fleet,Gurgaon,Two-Wheeler,Ola S1,2
