station_id,date,electricity_consumed_kwh,electricity_cost_inr
S010,2025-09-10,274.18,2330.53
S010,2025-09-11,117.77,1001.04
S010,2025-09-12,305.68,2598.28
S010,2025-09-13,173.73,1476.7
S010,2025-09-14,400.19,3401.62
S010,2025-09-15,334.91,2846.74
S010,2025-09-16,158.42,1346.57
S010,2025-09-17,154.43,1312.66
S010,2025-09-18,283.1,2406.35
S010,2025-09-19,398.09,3383.76
S010,2025-09-20,138.79,1179.71
S010,2025-09-21,211.72,1799.62
S010,2025-09-22,120.7,1025.95
S010,2025-09-23,326.85,2778.23
S010,2025-09-24,274.62,2334.27
S010,2025-09-25,271.85,2310.73
S010,2025-09-26,238.16,2024.36
S010,2025-09-27,253.48,2154.58
S010,2025-09-28,266.5,2265.25
S010,2025-09-29,389.16,3307.86
S010,2025-09-30,274.17,2330.45
S010,2025-10-01,371.45,3157.32
S010,2025-10-02,333.45,2834.32
S010,2025-10-03,157.5,1338.75
S010,2025-10-04,336.17,2857.44
S010,2025-10-05,216.38,1839.23
S010,2025-10-06,232.73,1978.2
S010,2025-10-07,184.91,1571.74
S010,2025-10-08,407.93,3467.4
S010,2025-10-09,167.16,1420.86
S010,2025-10-10,421.34,3581.39
S010,2025-10-11,247.02,2099.67
S010,2025-10-12,369.73,3142.7
S010,2025-10-13,325.47,2766.5
S010,2025-10-14,175.51,1491.84
S010,2025-10-15,313.65,2666.02
S010,2025-10-16,167.52,1423.92
S010,2025-10-17,177.52,1508.92
S010,2025-10-18,367.18,3121.03
S010,2025-10-19,108.42,921.57
S010,2025-10-20,383.42,3259.07
S010,2025-10-21,109.37,929.64
S010,2025-10-22,407.22,3461.37
S010,2025-10-23,100.95,858.08
S010,2025-10-24,146.72,1247.12
S010,2025-10-25,162.61,1382.19
S010,2025-10-26,246.33,2093.81
S010,2025-10-27,335.2,2849.2
S010,2025-10-28,252.05,2142.43
S010,2025-10-29,205.31,1745.14
S010,2025-10-30,145.45,1236.32
S010,2025-10-31,246.02,2091.17
S010,2025-11-01,151.84,1290.64
S010,2025-11-02,327.66,2785.11
S010,2025-11-03,451.09,3834.26
S010,2025-11-04,192.61,1637.19
S010,2025-11-05,201.99,1716.92
S010,2025-11-06,404.65,3439.52
S010,2025-11-07,251.64,2138.94
S010,2025-11-08,294.74,2505.29
S010,2025-11-09,261.89,2226.06
S010,2025-11-10,272.92,2319.82
S010,2025-11-11,417.27,3546.8
S010,2025-11-12,462.54,3931.59
S010,2025-11-13,379.4,3224.9
S010,2025-11-14,488.63,4153.35
S010,2025-11-15,233.41,1983.98
S010,2025-11-16,255.6,2172.6
S010,2025-11-17,454.53,3863.5
S010,2025-11-18,447.55,3804.18
S010,2025-11-19,177.67,1510.2
S010,2025-11-20,374.93,3186.9
S010,2025-11-21,260.47,2214.0
S010,2025-11-22,251.8,2140.3
S010,2025-11-23,214.67,1824.7
S010,2025-11-24,75.74,643.79
S010,2025-11-25,333.74,2836.79
S010,2025-11-26,239.99,2039.92
S010,2025-11-27,359.29,3053.96
S010,2025-11-28,134.51,1143.34
S010,2025-11-29,330.33,2807.8
S010,2025-11-30,289.95,2464.57
S010,2025-12-01,295.74,2513.79
S010,2025-12-02,442.63,3762.36
S010,2025-12-03,385.1,3273.35
S010,2025-12-04,84.74,720.29
S010,2025-12-05,362.25,3079.12
S010,2025-12-06,252.11,2142.94
S010,2025-12-07,422.48,3591.08
S010,2025-12-08,169.99,1444.92
S010,2025-12-09,199.26,1693.71
S010,2025-12-10,241.77,2055.04
S010,2025-12-11,288.83,2455.05
S010,2025-12-12,463.96,3943.66
S010,2025-12-13,317.71,2700.54
S010,2025-12-14,264.79,2250.72
S010,2025-12-15,170.7,1450.95
S010,2025-12-16,296.03,2516.25
S010,2025-12-17,382.56,3251.76
S010,2025-12-18,187.55,1594.18
S010,2025-12-19,134.7,1144.95
S010,2025-12-20,358.61,3048.18
S010,2025-12-21,144.11,1224.94
S010,2025-12-22,324.48,2758.08
S010,2025-12-23,310.12,2636.02
S010,2025-12-24,396.01,3366.08
S010,2025-12-25,217.48,1848.58
S010,2025-12-26,331.97,2821.75
S010,2025-12-27,240.09,2040.76
S010,2025-12-28,215.13,1828.6
S010,2025-12-29,306.37,2604.14
S010,2025-12-30,252.56,2146.76
S010,2025-12-31,155.2,1319.2
S011,2025-01-01,113.0,960.5
S011,2025-01-02,13.01,110.58
S011,2025-01-03,152.13,1293.1
S011,2025-01-04,147.39,1252.81
S011,2025-01-05,49.09,417.27
S011,2025-01-06,25.93,220.4
S011,2025-01-07,112.6,957.1
S011,2025-01-08,120.4,1023.4
S011,2025-01-09,31.49,267.66
S011,2025-01-10,54.53,463.5
S011,2025-01-11,28.59,243.02
S011,2025-01-12,156.67,1331.7
S011,2025-01-13,156.79,1332.72
S011,2025-01-14,57.68,490.28
S011,2025-01-15,39.25,333.62
S011,2025-01-16,26.6,226.1
S011,2025-01-17,13.07,111.1
S011,2025-01-19,45.66,388.11
S011,2025-01-20,95.86,814.81
S011,2025-01-21,128.85,1095.22
S011,2025-01-22,58.39,496.32
S011,2025-01-23,123.2,1047.2
S011,2025-01-24,13.94,118.49
S011,2025-01-25,73.43,624.16
S011,2025-01-26,48.34,410.89
S011,2025-01-27,26.44,224.74
S011,2025-01-28,66.03,561.26
S011,2025-01-29,26.1,221.85
S011,2025-01-30,88.93,755.91
S011,2025-01-31,53.54,455.09
S011,2025-02-01,143.4,1218.9
S011,2025-02-02,19.47,165.5
S011,2025-02-03,95.5,811.75
S011,2025-02-05,83.91,713.24
S011,2025-02-06,61.55,523.17
S011,2025-02-07,99.02,841.67
S011,2025-02-08,86.95,739.08
S011,2025-02-09,54.23,460.96
S011,2025-02-10,16.41,139.49
S011,2025-02-11,99.59,846.52
S011,2025-02-12,88.9,755.65
S011,2025-02-13,55.04,467.84
S011,2025-02-14,84.52,718.42
S011,2025-02-15,94.23,800.96
S011,2025-02-16,59.49,505.66
S011,2025-02-17,145.23,1234.46
S011,2025-02-18,112.82,958.97
S011,2025-02-19,52.35,444.98
S011,2025-02-20,66.68,566.78
S011,2025-02-21,82.04,697.34
S011,2025-02-22,96.73,822.2
S011,2025-02-23,37.35,317.48
S011,2025-02-24,82.14,698.19
S011,2025-02-25,130.83,1112.06
S011,2025-02-26,100.23,851.96
S011,2025-02-27,67.85,576.72
S011,2025-02-28,138.12,1174.02
S011,2025-03-01,110.19,936.62
S011,2025-03-02,119.31,1014.14
S011,2025-03-03,37.94,322.49
S011,2025-03-04,116.92,993.82
S011,2025-03-05,39.41,334.98
S011,2025-03-06,58.34,495.89
S011,2025-03-07,36.78,312.63
S011,2025-03-08,63.49,539.66
S011,2025-03-09,37.52,318.92
S011,2025-03-10,82.29,699.46
S011,2025-03-11,117.29,996.96
S011,2025-03-12,62.96,535.16
S011,2025-03-13,117.33,997.3
S011,2025-03-14,98.61,838.18
S011,2025-03-15,101.87,865.9
S011,2025-03-16,48.98,416.33
S011,2025-03-17,62.76,533.46
S011,2025-03-18,106.94,908.99
S011,2025-03-19,94.75,805.38
S011,2025-03-20,65.59,557.52
S011,2025-03-21,98.08,833.68
S011,2025-03-22,33.32,283.22
S011,2025-03-23,135.56,1152.26
S011,2025-03-24,239.49,2035.66
S011,2025-03-25,5.47,46.5
S011,2025-03-26,13.34,113.39
S011,2025-03-27,35.24,299.54
S011,2025-03-29,93.66,796.11
S011,2025-03-30,101.55,863.18
S011,2025-03-31,67.27,571.79
S011,2025-04-01,87.42,743.07
S011,2025-04-02,33.55,285.17
S011,2025-04-03,210.91,1792.74
S011,2025-04-05,120.52,1024.42
S011,2025-04-06,61.76,524.96
S011,2025-04-07,44.8,380.8
S011,2025-04-08,117.98,1002.83
S011,2025-04-09,2.81,23.88
S011,2025-04-10,52.9,449.65
S011,2025-04-11,68.7,583.95
S011,2025-04-12,56.26,478.21
S011,2025-04-13,120.2,1021.7
S011,2025-04-14,94.69,804.86
S011,2025-04-15,2.06,17.51
S011,2025-04-16,33.16,281.86
S011,2025-04-17,86.28,733.38
S011,2025-04-18,101.29,860.96
S011,2025-04-19,107.48,913.58
S011,2025-04-20,108.98,926.33
S011,2025-04-21,123.11,1046.44
S011,2025-04-22,62.94,534.99
S011,2025-04-23,224.99,1912.42
S011,2025-04-24,69.1,587.35
S011,2025-04-25,85.29,724.96
S011,2025-04-26,70.1,595.85
S011,2025-04-27,29.23,248.46
S011,2025-04-28,148.23,1259.96
S011,2025-04-29,81.89,696.06
S011,2025-04-30,38.22,324.87
S011,2025-05-01,144.85,1231.22
S011,2025-05-02,103.86,882.81
S011,2025-05-03,171.82,1460.47
S011,2025-05-04,117.18,996.03
S011,2025-05-05,111.46,947.41
S011,2025-05-06,135.47,1151.49
S011,2025-05-07,97.04,824.84
S011,2025-05-08,66.82,567.97
S011,2025-05-09,155.75,1323.88
S011,2025-05-10,88.19,749.62
S011,2025-05-11,86.98,739.33
S011,2025-05-12,254.3,2161.55
S011,2025-05-13,92.96,790.16
S011,2025-05-14,142.29,1209.46
S011,2025-05-15,54.23,460.96
S011,2025-05-16,57.16,485.86
S011,2025-05-17,149.22,1268.37
S011,2025-05-18,121.69,1034.36
S011,2025-05-19,89.93,764.41
S011,2025-05-20,35.44,301.24
S011,2025-05-21,200.98,1708.33
S011,2025-05-22,83.79,712.22
S011,2025-05-23,112.75,958.38
S011,2025-05-24,90.6,770.1
S011,2025-05-25,78.8,669.8
S011,2025-05-26,96.47,820.0
S011,2025-05-27,182.54,1551.59
S011,2025-05-28,20.76,176.46
S011,2025-05-29,76.22,647.87
S011,2025-05-30,92.79,788.72
S011,2025-05-31,141.31,1201.14
S011,2025-06-01,236.31,2008.64
S011,2025-06-02,103.2,877.2
S011,2025-06-03,51.41,436.98
S011,2025-06-04,160.66,1365.61
S011,2025-06-05,18.16,154.36
S011,2025-06-06,70.39,598.32
S011,2025-06-07,160.28,1362.38
S011,2025-06-08,83.02,705.67
S011,2025-06-09,113.7,966.45
S011,2025-06-10,104.12,885.02
S011,2025-06-11,164.07,1394.6
S011,2025-06-12,80.12,681.02
S011,2025-06-14,97.52,828.92
S011,2025-06-15,156.11,1326.94
S011,2025-06-16,112.42,955.57
S011,2025-06-17,247.62,2104.77
S011,2025-06-18,96.93,823.91
S011,2025-06-19,251.4,2136.9
S011,2025-06-20,157.11,1335.44
S011,2025-06-21,75.4,640.9
S011,2025-06-22,136.01,1156.08
S011,2025-06-23,56.43,479.66
S011,2025-06-24,232.83,1979.06
S011,2025-06-25,119.72,1017.62
S011,2025-06-26,99.94,849.49
S011,2025-06-27,42.3,359.55
S011,2025-06-28,35.67,303.2
S011,2025-06-29,95.97,815.74
S011,2025-06-30,169.01,1436.58
S011,2025-07-01,242.84,2064.14
S011,2025-07-02,102.42,870.57
S011,2025-07-03,173.38,1473.73
S011,2025-07-04,32.05,272.42
S011,2025-07-05,76.96,654.16
S011,2025-07-06,184.37,1567.14
S011,2025-07-07,83.69,711.36
S011,2025-07-08,83.13,706.6
S011,2025-07-09,105.38,895.73
S011,2025-07-10,55.63,472.86
S011,2025-07-11,92.87,789.4
S011,2025-07-12,147.92,1257.32
S011,2025-07-13,108.16,919.36
S011,2025-07-14,65.59,557.52
S011,2025-07-15,132.08,1122.68
S011,2025-07-16,186.93,1588.9
S011,2025-07-17,246.75,2097.38
S011,2025-07-18,116.38,989.23
S011,2025-07-19,148.36,1261.06
S011,2025-07-21,83.95,713.58
S011,2025-07-22,108.07,918.59
S011,2025-07-23,92.62,787.27
S011,2025-07-24,129.02,1096.67
S011,2025-07-25,149.93,1274.4
S011,2025-07-26,155.47,1321.5
S011,2025-07-27,24.33,206.8
S011,2025-07-28,170.97,1453.24
S011,2025-07-29,112.05,952.42
S011,2025-07-30,166.77,1417.54
S011,2025-07-31,37.23,316.46
S011,2025-08-01,94.18,800.53
S011,2025-08-02,74.85,636.22
S011,2025-08-03,133.93,1138.4
S011,2025-08-04,150.37,1278.14
S011,2025-08-05,104.35,886.97
S011,2025-08-06,57.32,487.22
S011,2025-08-07,127.77,1086.04
S011,2025-08-08,56.24,478.04
S011,2025-08-09,182.27,1549.3
S011,2025-08-10,25.8,219.3
S011,2025-08-11,49.7,422.45
S011,2025-08-12,15.17,128.94
S011,2025-08-13,41.82,355.47
S011,2025-08-14,115.15,978.78
S011,2025-08-15,169.23,1438.46
S011,2025-08-16,117.85,1001.72
S011,2025-08-17,452.67,3847.7
S011,2025-08-18,211.8,1800.3
S011,2025-08-19,141.38,1201.73
S011,2025-08-20,165.06,1403.01
S011,2025-08-21,97.4,827.9
S011,2025-08-22,267.48,2273.58
S011,2025-08-23,53.75,456.88
S011,2025-08-24,37.48,318.58
S011,2025-08-25,156.58,1330.93
S011,2025-08-26,104.17,885.44
S011,2025-08-27,238.14,2024.19
S011,2025-08-28,113.11,961.44
S011,2025-08-29,56.65,481.52
S011,2025-08-30,45.56,387.26
S011,2025-08-31,204.51,1738.34
S011,2025-09-01,112.42,955.57
S011,2025-09-02,54.7,464.95
S011,2025-09-03,111.32,946.22
S011,2025-09-04,130.78,1111.63
S011,2025-09-05,82.61,702.18
S011,2025-09-06,111.03,943.76
S011,2025-09-07,12.72,108.12
S011,2025-09-08,126.23,1072.96
S011,2025-09-09,231.48,1967.58
S011,2025-09-10,79.23,673.46
S011,2025-09-11,137.0,1164.5
S011,2025-09-12,128.92,1095.82
S011,2025-09-13,155.03,1317.76
S011,2025-09-14,61.62,523.77
S011,2025-09-15,60.07,510.6
S011,2025-09-16,111.68,949.28
S011,2025-09-17,50.7,430.95
S011,2025-09-18,191.05,1623.93
S011,2025-09-19,82.3,699.55
S011,2025-09-20,78.59,668.02
S011,2025-09-21,59.36,504.56
S011,2025-09-22,159.67,1357.2
S011,2025-09-23,277.8,2361.3
S011,2025-09-24,144.1,1224.85
S011,2025-09-25,150.54,1279.59
S011,2025-09-26,37.7,320.45
S011,2025-09-27,12.08,102.68
S011,2025-09-28,53.83,457.56
S011,2025-09-29,218.68,1858.78
S011,2025-09-30,78.52,667.42
S011,2025-10-01,33.21,282.29
S011,2025-10-02,109.77,933.04
S011,2025-10-03,62.03,527.26
S011,2025-10-04,130.4,1108.4
S011,2025-10-05,66.0,561.0
S011,2025-10-06,48.62,413.27
S011,2025-10-07,143.77,1222.04
S011,2025-10-08,188.83,1605.06
S011,2025-10-09,114.95,977.08
S011,2025-10-10,141.39,1201.81
S011,2025-10-11,164.58,1398.93
S011,2025-10-12,63.35,538.48
S011,2025-10-13,45.44,386.24
S011,2025-10-14,69.08,587.18
S011,2025-10-15,124.77,1060.54
S011,2025-10-17,42.89,364.56
S011,2025-10-18,157.73,1340.7
S011,2025-10-19,49.47,420.5
S011,2025-10-20,59.19,503.12
S011,2025-10-21,155.49,1321.66
S011,2025-10-22,119.7,1017.45
S011,2025-10-23,163.37,1388.64
S011,2025-10-24,66.97,569.24
S011,2025-10-25,49.2,418.2
S011,2025-10-26,159.02,1351.67
S011,2025-10-27,168.53,1432.5
S011,2025-10-28,332.42,2825.57
S011,2025-10-29,75.78,644.13
S011,2025-10-30,220.53,1874.5
S011,2025-10-31,142.81,1213.88
S011,2025-11-01,156.48,1330.08
S011,2025-11-02,50.12,426.02
S011,2025-11-03,86.5,735.25
S011,2025-11-04,280.59,2385.02
S011,2025-11-05,68.29,580.46
S011,2025-11-06,216.3,1838.55
S011,2025-11-07,95.94,815.49
S011,2025-11-08,116.68,991.78
S011,2025-11-09,41.8,355.3
S011,2025-11-10,142.34,1209.89
S011,2025-11-11,232.52,1976.42
S011,2025-11-12,3.52,29.92
S011,2025-11-13,185.13,1573.6
S011,2025-11-14,187.78,1596.13
S011,2025-11-15,77.65,660.03
S011,2025-11-16,65.47,556.5
S011,2025-11-17,68.57,582.84
S011,2025-11-18,139.42,1185.07
S011,2025-11-19,309.0,2626.5
S011,2025-11-20,150.36,1278.06
S011,2025-11-21,117.04,994.84
S011,2025-11-22,132.32,1124.72
S011,2025-11-23,45.79,389.22
S011,2025-11-24,119.85,1018.72
S011,2025-11-25,27.15,230.77
S011,2025-11-26,88.89,755.56
S011,2025-11-27,94.17,800.44
S011,2025-11-28,158.1,1343.85
S011,2025-11-29,108.98,926.33
S011,2025-11-30,145.26,1234.71
S011,2025-12-01,135.66,1153.11
S011,2025-12-02,106.69,906.86
S011,2025-12-03,110.47,939.0
S011,2025-12-04,191.33,1626.3
S011,2025-12-05,125.57,1067.34
S011,2025-12-06,84.93,721.91
S011,2025-12-07,76.4,649.4
S011,2025-12-08,274.08,2329.68
S011,2025-12-09,219.05,1861.93
S011,2025-12-10,23.11,196.44
S011,2025-12-11,102.29,869.46
S011,2025-12-12,194.46,1652.91
S011,2025-12-13,338.37,2876.14
S011,2025-12-14,143.41,1218.98
S011,2025-12-15,121.67,1034.2
S011,2025-12-16,156.84,1333.14
S011,2025-12-17,69.89,594.07
S011,2025-12-18,144.0,1224.0
S011,2025-12-19,275.12,2338.52
S011,2025-12-20,100.15,851.28
S011,2025-12-21,152.8,1298.8
S011,2025-12-22,102.3,869.55
S011,2025-12-23,118.53,1007.5
S011,2025-12-24,173.69,1476.36
S011,2025-12-25,183.89,1563.06
S011,2025-12-26,145.11,1233.44
S011,2025-12-27,140.28,1192.38
S011,2025-12-28,143.15,1216.78
S011,2025-12-29,191.89,1631.06
S011,2025-12-30,47.45,403.33
S011,2025-12-31,60.37,513.14
S012,2025-01-01,133.52,1134.92
S012,2025-01-02,113.43,964.16
S012,2025-01-03,84.69,719.86
S012,2025-01-04,202.49,1721.16
S012,2025-01-05,30.26,257.21
S012,2025-01-06,29.84,253.64
S012,2025-01-07,156.6,1331.1
S012,2025-01-08,120.65,1025.53
S012,2025-01-09,21.83,185.55
S012,2025-01-10,55.4,470.9
S012,2025-01-11,148.01,1258.08
S012,2025-01-12,126.03,1071.26
S012,2025-01-13,123.1,1046.35
S012,2025-01-14,163.18,1387.03
S012,2025-01-15,66.43,564.66
S012,2025-01-16,56.68,481.78
S012,2025-01-17,65.68,558.28
S012,2025-01-18,99.53,846.0
S012,2025-01-19,177.7,1510.45
S012,2025-01-20,38.13,324.1
S012,2025-01-21,33.04,280.84
S012,2025-01-22,114.1,969.85
S012,2025-01-24,71.03,603.76
S012,2025-01-25,189.52,1610.92
S012,2025-01-26,55.09,468.27
S012,2025-01-27,194.92,1656.82
S012,2025-01-28,114.72,975.12
S012,2025-01-29,30.81,261.88
S012,2025-01-30,141.23,1200.46
S012,2025-01-31,144.07,1224.6
S012,2025-02-01,26.88,228.48
S012,2025-02-02,75.69,643.36
S012,2025-02-03,255.18,2169.03
S012,2025-02-04,42.37,360.14
S012,2025-02-05,56.65,481.52
S012,2025-02-06,144.77,1230.54
S012,2025-02-07,184.02,1564.17
S012,2025-02-08,77.58,659.43
S012,2025-02-09,103.37,878.64
S012,2025-02-10,234.29,1991.46
S012,2025-02-11,18.94,160.99
S012,2025-02-12,199.33,1694.3
S012,2025-02-13,116.42,989.57
S012,2025-02-14,124.06,1054.51
S012,2025-02-15,59.78,508.13
S012,2025-02-16,115.98,985.83
S012,2025-02-17,110.19,936.62
S012,2025-02-18,78.99,671.42
S012,2025-02-19,112.8,958.8
S012,2025-02-20,18.55,157.68
S012,2025-02-21,106.81,907.88
S012,2025-02-22,127.31,1082.14
S012,2025-02-23,200.72,1706.12
S012,2025-02-24,113.61,965.68
S012,2025-02-25,257.58,2189.43
S012,2025-02-26,167.69,1425.36
S012,2025-02-27,48.08,408.68
S012,2025-02-28,123.78,1052.13
S012,2025-03-01,133.47,1134.49
S012,2025-03-02,50.23,426.96
S012,2025-03-03,124.28,1056.38
S012,2025-03-04,151.88,1290.98
S012,2025-03-05,16.39,139.32
S012,2025-03-06,242.67,2062.69
S012,2025-03-07,65.37,555.64
S012,2025-03-08,205.31,1745.14
S012,2025-03-09,44.21,375.78
S012,2025-03-10,178.31,1515.64
S012,2025-03-11,134.02,1139.17
S012,2025-03-12,79.43,675.16
S012,2025-03-13,144.36,1227.06
S012,2025-03-14,58.03,493.26
S012,2025-03-15,216.49,1840.16
S012,2025-03-16,91.14,774.69
S012,2025-03-17,111.02,943.67
S012,2025-03-18,20.91,177.74
S012,2025-03-19,89.55,761.18
S012,2025-03-20,128.38,1091.23
S012,2025-03-21,83.06,706.01
S012,2025-03-22,72.2,613.7
S012,2025-03-23,182.45,1550.82
S012,2025-03-24,74.43,632.66
S012,2025-03-25,143.18,1217.03
S012,2025-03-26,189.97,1614.74
S012,2025-03-27,263.85,2242.73
S012,2025-03-28,170.34,1447.89
S012,2025-03-29,100.91,857.74
S012,2025-03-30,77.15,655.78
S012,2025-03-31,104.29,886.46
S012,2025-04-01,160.74,1366.29
S012,2025-04-02,209.28,1778.88
S012,2025-04-03,86.3,733.55
S012,2025-04-04,128.24,1090.04
S012,2025-04-05,185.4,1575.9
S012,2025-04-06,108.46,921.91
S012,2025-04-07,386.87,3288.4
S012,2025-04-08,60.65,515.52
S012,2025-04-09,31.97,271.74
S012,2025-04-10,59.87,508.9
S012,2025-04-11,58.07,493.6
S012,2025-04-12,229.64,1951.94
S012,2025-04-13,212.79,1808.72
S012,2025-04-14,189.78,1613.13
S012,2025-04-15,275.96,2345.66
S012,2025-04-16,147.64,1254.94
S012,2025-04-17,90.77,771.54
S012,2025-04-18,272.39,2315.32
S012,2025-04-19,37.79,321.21
S012,2025-04-20,197.22,1676.37
S012,2025-04-21,132.44,1125.74
S012,2025-04-22,178.92,1520.82
S012,2025-04-23,103.76,881.96
S012,2025-04-24,33.66,286.11
S012,2025-04-25,165.12,1403.52
S012,2025-04-26,253.96,2158.66
S012,2025-04-27,207.03,1759.76
S012,2025-04-28,72.17,613.45
S012,2025-04-29,108.18,919.53
S012,2025-04-30,212.16,1803.36
S012,2025-05-01,239.08,2032.18
S012,2025-05-02,88.35,750.97
S012,2025-05-03,50.74,431.29
S012,2025-05-04,124.08,1054.68
S012,2025-05-05,118.46,1006.91
S012,2025-05-06,66.73,567.21
S012,2025-05-07,55.99,475.92
S012,2025-05-08,121.57,1033.34
S012,2025-05-09,51.78,440.13
S012,2025-05-10,160.21,1361.78
S012,2025-05-11,118.2,1004.7
S012,2025-05-12,108.26,920.21
S012,2025-05-13,284.89,2421.56
S012,2025-05-14,108.62,923.27
S012,2025-05-15,81.72,694.62
S012,2025-05-16,305.09,2593.26
S012,2025-05-17,95.57,812.34
S012,2025-05-18,208.94,1775.99
S012,2025-05-19,72.27,614.29
S012,2025-05-20,141.75,1204.88
S012,2025-05-21,176.45,1499.82
S012,2025-05-22,147.92,1257.32
S012,2025-05-23,106.63,906.36
S012,2025-05-24,213.67,1816.2
S012,2025-05-25,76.2,647.7
S012,2025-05-26,236.53,2010.5
S012,2025-05-27,66.46,564.91
S012,2025-05-28,134.01,1139.08
S012,2025-05-29,222.54,1891.59
S012,2025-05-30,126.35,1073.97
S012,2025-05-31,227.81,1936.38
S012,2025-06-01,69.0,586.5
S012,2025-06-02,156.31,1328.64
S012,2025-06-03,282.16,2398.36
S012,2025-06-04,164.2,1395.7
S012,2025-06-05,217.01,1844.58
S012,2025-06-06,180.84,1537.14
S012,2025-06-07,203.23,1727.46
S012,2025-06-08,83.43,709.16
S012,2025-06-09,109.69,932.36
S012,2025-06-10,131.06,1114.01
S012,2025-06-11,86.36,734.06
S012,2025-06-12,168.96,1436.16
S012,2025-06-13,108.07,918.59
S012,2025-06-14,219.22,1863.37
S012,2025-06-15,155.64,1322.94
S012,2025-06-16,44.36,377.06
S012,2025-06-17,49.01,416.58
S012,2025-06-18,64.61,549.18
S012,2025-06-19,130.2,1106.7
S012,2025-06-20,272.96,2320.16
S012,2025-06-21,213.15,1811.78
S012,2025-06-22,244.3,2076.55
S012,2025-06-23,61.03,518.76
S012,2025-06-24,190.96,1623.16
S012,2025-06-25,127.44,1083.24
S012,2025-06-26,223.01,1895.58
S012,2025-06-27,178.16,1514.36
S012,2025-06-28,303.43,2579.16
S012,2025-06-29,81.03,688.76
S012,2025-06-30,115.98,985.83
S012,2025-07-01,132.29,1124.46
S012,2025-07-02,193.05,1640.93
S012,2025-07-03,221.22,1880.37
S012,2025-07-04,173.07,1471.1
S012,2025-07-05,226.08,1921.68
S012,2025-07-06,36.52,310.42
S012,2025-07-07,56.41,479.48
S012,2025-07-08,169.33,1439.3
S012,2025-07-09,212.55,1806.68
S012,2025-07-10,223.07,1896.1
S012,2025-07-11,345.4,2935.9
S012,2025-07-12,132.23,1123.96
S012,2025-07-13,272.76,2318.46
S012,2025-07-14,309.77,2633.04
S012,2025-07-15,267.62,2274.77
S012,2025-07-16,253.78,2157.13
S012,2025-07-17,266.77,2267.54
S012,2025-07-18,130.0,1105.0
S012,2025-07-19,161.44,1372.24
S012,2025-07-20,233.24,1982.54
S012,2025-07-21,242.85,2064.22
S012,2025-07-22,348.0,2958.0
S012,2025-07-23,237.79,2021.22
S012,2025-07-24,161.27,1370.8
S012,2025-07-25,145.26,1234.71
S012,2025-07-26,286.34,2433.89
S012,2025-07-27,318.29,2705.46
S012,2025-07-28,130.88,1112.48
S012,2025-07-29,95.19,809.12
S012,2025-07-30,62.96,535.16
S012,2025-07-31,211.95,1801.57
S012,2025-08-01,101.07,859.09
S012,2025-08-02,98.18,834.53
S012,2025-08-03,79.86,678.81
S012,2025-08-04,224.44,1907.74
S012,2025-08-05,139.64,1186.94
S012,2025-08-06,60.38,513.23
S012,2025-08-07,110.87,942.4
S012,2025-08-08,282.73,2403.2
S012,2025-08-09,131.76,1119.96
S012,2025-08-10,160.4,1363.4
S012,2025-08-11,133.59,1135.52
S012,2025-08-12,96.97,824.24
S012,2025-08-13,121.89,1036.06
S012,2025-08-14,113.83,967.56
S012,2025-08-15,330.89,2812.56
S012,2025-08-16,227.44,1933.24
S012,2025-08-17,94.77,805.54
S012,2025-08-18,153.26,1302.71
S012,2025-08-19,138.23,1174.96
S012,2025-08-20,117.85,1001.72
S012,2025-08-21,350.57,2979.84
S012,2025-08-22,201.17,1709.94
S012,2025-08-23,242.77,2063.54
S012,2025-08-24,259.68,2207.28
S012,2025-08-25,157.92,1342.32
S012,2025-08-26,194.51,1653.34
S012,2025-08-27,200.03,1700.26
S012,2025-08-28,123.56,1050.26
S012,2025-08-29,164.01,1394.08
S012,2025-08-30,183.89,1563.06
S012,2025-08-31,169.04,1436.84
S012,2025-09-01,207.84,1766.64
S012,2025-09-02,216.99,1844.42
S012,2025-09-03,218.01,1853.08
S012,2025-09-04,279.79,2378.22
S012,2025-09-05,21.66,184.11
S012,2025-09-06,201.34,1711.39
S012,2025-09-07,200.02,1700.17
S012,2025-09-08,174.95,1487.07
S012,2025-09-09,312.63,2657.36
S012,2025-09-10,152.18,1293.53
S012,2025-09-11,122.89,1044.56
S012,2025-09-12,168.32,1430.72
S012,2025-09-13,173.89,1478.06
S012,2025-09-14,147.64,1254.94
S012,2025-09-15,112.22,953.87
S012,2025-09-16,202.04,1717.34
S012,2025-09-17,88.66,753.61
S012,2025-09-18,139.29,1183.96
S012,2025-09-19,266.79,2267.72
S012,2025-09-20,98.47,837.0
S012,2025-09-21,144.39,1227.31
S012,2025-09-22,143.44,1219.24
S012,2025-09-23,167.13,1420.6
S012,2025-09-24,121.29,1030.97
S012,2025-09-25,235.48,2001.58
S012,2025-09-26,140.48,1194.08
S012,2025-09-27,202.33,1719.8
S012,2025-09-28,136.45,1159.82
S012,2025-09-29,250.75,2131.38
S012,2025-09-30,300.88,2557.48
S012,2025-10-01,329.71,2802.54
S012,2025-10-02,303.87,2582.9
S012,2025-10-03,318.53,2707.5
S012,2025-10-04,267.96,2277.66
S012,2025-10-05,118.77,1009.54
S012,2025-10-06,161.52,1372.92
S012,2025-10-07,330.45,2808.82
S012,2025-10-08,314.84,2676.14
S012,2025-10-09,213.23,1812.46
