queue_id,station_id,date,hour,vehicles_waiting,avg_wait_time_minutes
9204,S010,2025-11-14,9,3,30.4
9205,S010,2025-11-14,12,4,22.3
9206,S010,2025-11-14,15,5,12.8
9207,S010,2025-11-14,18,3,34.0
9208,S010,2025-11-14,21,3,26.7
9209,S010,2025-12-18,0,0,3.5
9210,S010,2025-12-18,3,0,13.3
9211,S010,2025-12-18,6,2,13.3
9212,S010,2025-12-18,9,8,27.2
9213,S010,2025-12-18,12,1,12.5
9214,S010,2025-12-18,15,2,23.5
9215,S010,2025-12-18,18,3,24.6
9216,S010,2025-12-18,21,3,11.4
9217,S010,2025-03-04,0,0,3.8
9218,S010,2025-03-04,3,0,2.2
9219,S010,2025-03-04,6,3,15.6
9220,S010,2025-03-04,9,3,26.1
9221,S010,2025-03-04,12,2,19.8
9222,S010,2025-03-04,15,1,26.9
9223,S010,2025-03-04,18,10,28.8
9224,S010,2025-03-04,21,5,13.9
9225,S010,2025-11-20,0,0,11.9
9226,S010,2025-11-20,3,0,7.9
9227,S010,2025-11-20,6,6,6.8
9228,S010,2025-11-20,9,7,31.4
9229,S010,2025-11-20,12,3,20.3
9230,S010,2025-11-20,15,2,20.2
9231,S010,2025-11-20,18,7,29.9
9232,S010,2025-11-20,21,3,15.8
9233,S010,2025-12-14,0,0,7.7
9234,S010,2025-12-14,3,0,9.3
9235,S010,2025-12-14,6,3,12.1
9236,S010,2025-12-14,9,5,24.4
9237,S010,2025-12-14,12,2,16.7
9238,S010,2025-12-14,15,2,26.0
9239,S010,2025-12-14,18,7,28.9
9240,S010,2025-12-14,21,4,18.3
9241,S010,2025-05-10,0,0,4.8
9242,S010,2025-05-10,3,1,6.0
9243,S010,2025-05-10,6,2,23.3
9244,S010,2025-05-10,9,5,31.7
9245,S010,2025-05-10,12,4,27.2
9246,S010,2025-05-10,15,4,23.1
9247,S010,2025-05-10,18,5,37.7
9248,S010,2025-05-10,21,3,19.0
9249,S010,2025-01-30,0,2,6.3
9250,S010,2025-01-30,3,0,7.9
9251,S010,2025-01-30,6,7,16.9
9252,S010,2025-01-30,9,7,30.9
9253,S010,2025-01-30,12,3,14.9
9254,S010,2025-01-30,15,6,22.6
9255,S010,2025-01-30,18,6,34.0
9256,S010,2025-01-30,21,1,12.8
9257,S010,2025-08-04,0,1,6.8
9258,S010,2025-08-04,3,1,0.9
9259,S010,2025-08-04,6,1,17.0
9260,S010,2025-08-04,9,4,28.9
9261,S010,2025-08-04,12,4,19.8
9262,S010,2025-08-04,15,5,22.0
9263,S010,2025-08-04,18,3,30.3
9264,S010,2025-08-04,21,4,18.8
9265,S010,2025-08-10,0,0,10.6
9266,S010,2025-08-10,3,1,4.4
9267,S010,2025-08-10,6,0,17.4
9268,S010,2025-08-10,9,7,24.9
9269,S010,2025-08-10,12,3,29.9
9270,S010,2025-08-10,15,3,18.1
9271,S010,2025-08-10,18,6,32.8
9272,S010,2025-08-10,21,1,17.9
9273,S010,2025-07-16,0,1,9.5
9274,S010,2025-07-16,3,0,6.7
9275,S010,2025-07-16,6,1,15.3
9276,S010,2025-07-16,9,4,31.6
9277,S010,2025-07-16,12,5,21.0
9278,S010,2025-07-16,15,3,16.7
9279,S010,2025-07-16,18,10,27.4
9280,S010,2025-07-16,21,1,13.9
9281,S010,2025-09-03,0,0,12.6
9282,S010,2025-09-03,3,0,10.8
9283,S010,2025-09-03,6,6,18.9
9284,S010,2025-09-03,9,3,20.1
9285,S010,2025-09-03,12,1,16.6
9286,S010,2025-09-03,15,1,26.4
9287,S010,2025-09-03,18,3,32.4
9288,S010,2025-09-03,21,2,18.1
9289,S010,2025-01-25,0,1,6.0
9290,S010,2025-01-25,3,0,6.3
9291,S010,2025-01-25,6,2,15.3
9292,S010,2025-01-25,9,3,27.5
9293,S010,2025-01-25,12,1,14.4
9294,S010,2025-01-25,15,4,18.8
9295,S010,2025-01-25,18,6,33.4
9296,S010,2025-01-25,21,2,26.3
9297,S010,2025-02-15,0,0,12.1
9298,S010,2025-02-15,3,0,17.0
9299,S010,2025-02-15,6,1,22.8
9300,S010,2025-02-15,9,5,29.6
9301,S010,2025-02-15,12,4,12.8
9302,S010,2025-02-15,15,0,19.6
9303,S010,2025-02-15,18,9,29.8
9304,S010,2025-02-15,21,7,15.9
9305,S010,2025-07-17,0,0,17.3
9306,S010,2025-07-17,3,0,1.0
9307,S010,2025-07-17,6,2,18.4
9308,S010,2025-07-17,9,8,27.0
9309,S010,2025-07-17,12,4,19.5
9310,S010,2025-07-17,15,2,25.8
9311,S010,2025-07-17,18,9,25.5
9312,S010,2025-07-17,21,3,17.9
9313,S010,2025-03-11,0,0,8.0
9314,S010,2025-03-11,3,0,4.0
9315,S010,2025-03-11,6,1,10.4
9316,S010,2025-03-11,9,3,30.4
9317,S010,2025-03-11,12,5,13.3
9318,S010,2025-03-11,15,0,18.7
9319,S010,2025-03-11,18,5,33.1
9320,S010,2025-03-11,21,1,16.7
9321,S010,2025-10-25,0,0,9.3
9322,S010,2025-10-25,3,2,2.6
9323,S010,2025-10-25,6,0,15.2
9324,S010,2025-10-25,9,6,21.9
9325,S010,2025-10-25,12,5,22.2
9326,S010,2025-10-25,15,4,14.2
9327,S010,2025-10-25,18,5,27.6
9328,S010,2025-10-25,21,3,24.5
9329,S010,2025-11-11,0,1,8.6
9330,S010,2025-11-11,3,0,5.8
9331,S010,2025-11-11,6,2,15.0
9332,S010,2025-11-11,9,9,28.4
9333,S010,2025-11-11,12,4,11.8
9334,S010,2025-11-11,15,5,11.0
9335,S010,2025-11-11,18,0,32.1
9336,S010,2025-11-11,21,0,17.1
9337,S010,2025-10-24,0,1,5.9
9338,S010,2025-10-24,3,1,10.7
9339,S010,2025-10-24,6,2,16.5
9340,S010,2025-10-24,9,6,20.5
9341,S010,2025-10-24,12,3,14.0
9342,S010,2025-10-24,15,4,18.7
9343,S010,2025-10-24,18,2,28.0
9344,S010,2025-10-24,21,3,19.9
9345,S010,2025-09-22,0,0,16.9
9346,S010,2025-09-22,3,0,9.3
9347,S010,2025-09-22,6,3,15.6
9348,S010,2025-09-22,9,5,25.2
9349,S010,2025-09-22,12,5,14.3
9350,S010,2025-09-22,15,3,22.7
9351,S010,2025-09-22,18,5,30.7
9352,S010,2025-09-22,21,3,26.6
9353,S010,2025-04-20,0,1,4.8
9354,S010,2025-04-20,3,0,9.1
9355,S010,2025-04-20,6,3,21.4
9356,S010,2025-04-20,9,7,24.3
9357,S010,2025-04-20,12,2,18.2
9358,S010,2025-04-20,15,3,15.0
9359,S010,2025-04-20,18,6,35.3
9360,S010,2025-04-20,21,3,17.6
9361,S010,2025-12-25,0,1,10.9
9362,S010,2025-12-25,3,0,11.8
9363,S010,2025-12-25,6,0,10.2
9364,S010,2025-12-25,9,6,28.8
9365,S010,2025-12-25,12,3,12.1
9366,S010,2025-12-25,15,5,21.0
9367,S010,2025-12-25,18,8,34.8
9368,S010,2025-12-25,21,2,16.3
9369,S010,2025-08-18,0,0,11.7
9370,S010,2025-08-18,3,0,5.5
9371,S010,2025-08-18,6,2,16.1
9372,S010,2025-08-18,9,7,31.2
9373,S010,2025-08-18,12,0,20.4
9374,S010,2025-08-18,15,4,15.8
9375,S010,2025-08-18,18,4,26.7
9376,S010,2025-08-18,21,2,19.8
9377,S010,2025-03-01,0,0,2.0
9378,S010,2025-03-01,3,1,12.9
9379,S010,2025-03-01,6,0,13.7
9380,S010,2025-03-01,9,3,23.0
9381,S010,2025-03-01,12,2,20.5
9382,S010,2025-03-01,15,3,19.1
9383,S010,2025-03-01,18,5,30.3
9384,S010,2025-03-01,21,2,18.8
9385,S010,2025-04-24,0,0,7.3
9386,S010,2025-04-24,3,0,5.5
9387,S010,2025-04-24,6,3,20.9
9388,S010,2025-04-24,9,6,29.3
9389,S010,2025-04-24,12,5,16.7
9390,S010,2025-04-24,15,0,16.6
9391,S010,2025-04-24,18,2,31.3
9392,S010,2025-04-24,21,2,24.9
9393,S010,2025-12-24,0,1,5.8
9394,S010,2025-12-24,3,0,12.0
9395,S010,2025-12-24,6,6,16.1
9396,S010,2025-12-24,9,9,25.7
9397,S010,2025-12-24,12,4,17.2
9398,S010,2025-12-24,15,1,24.8
9399,S010,2025-12-24,18,8,30.9
9400,S010,2025-12-24,21,1,18.8
9401,S010,2025-08-25,0,0,0.8
9402,S010,2025-08-25,3,0,2.7
9403,S010,2025-08-25,6,1,10.3
9404,S010,2025-08-25,9,5,21.2
9405,S010,2025-08-25,12,2,12.5
9406,S010,2025-08-25,15,4,21.9
9407,S010,2025-08-25,18,9,30.4
9408,S010,2025-08-25,21,4,14.9
9409,S010,2025-07-18,0,0,10.8
9410,S010,2025-07-18,3,0,11.7
9411,S010,2025-07-18,6,3,17.9
9412,S010,2025-07-18,9,2,20.7
9413,S010,2025-07-18,12,0,14.2
9414,S010,2025-07-18,15,5,18.5
9415,S010,2025-07-18,18,5,28.8
9416,S010,2025-07-18,21,3,15.8
9417,S010,2025-09-17,0,2,8.6
9418,S010,2025-09-17,3,0,6.7
9419,S010,2025-09-17,6,2,8.2
9420,S010,2025-09-17,9,4,24.7
9421,S010,2025-09-17,12,0,16.1
9422,S010,2025-09-17,15,6,20.6
9423,S010,2025-09-17,18,10,29.8
9424,S010,2025-09-17,21,6,9.2
9425,S010,2025-08-23,0,1,7.3
9426,S010,2025-08-23,3,1,9.9
9427,S010,2025-08-23,6,4,18.0
9428,S010,2025-08-23,9,6,32.9
9429,S010,2025-08-23,12,4,24.0
9430,S010,2025-08-23,15,1,21.9
9431,S010,2025-08-23,18,5,32.2
9432,S010,2025-08-23,21,2,19.2
9433,S010,2025-01-08,0,0,12.4
9434,S010,2025-01-08,3,0,5.9
9435,S010,2025-01-08,6,2,12.5
9436,S010,2025-01-08,9,7,30.6
9437,S010,2025-01-08,12,4,16.2
9438,S010,2025-01-08,15,5,15.9
9439,S010,2025-01-08,18,4,37.8
9440,S010,2025-01-08,21,4,22.2
9441,S010,2025-02-06,0,0,12.0
9442,S010,2025-02-06,3,0,1.7
9443,S010,2025-02-06,6,2,17.8
9444,S010,2025-02-06,9,3,28.9
9445,S010,2025-02-06,12,3,16.3
9446,S010,2025-02-06,15,2,23.8
9447,S010,2025-02-06,18,6,30.2
9448,S010,2025-02-06,21,2,20.6
9449,S010,2025-09-14,0,0,7.0
9450,S010,2025-09-14,3,1,5.2
9451,S010,2025-09-14,6,3,16.4
9452,S010,2025-09-14,9,5,24.7
9453,S010,2025-09-14,12,6,21.1
9454,S010,2025-09-14,15,8,21.4
9455,S010,2025-09-14,18,8,30.1
9456,S010,2025-09-14,21,3,16.3
9457,S010,2025-08-02,0,0,2.5
9458,S010,2025-08-02,3,0,1.9
9459,S010,2025-08-02,6,6,10.9
9460,S010,2025-08-02,9,3,25.6
9461,S010,2025-08-02,12,5,18.5
9462,S010,2025-08-02,15,3,22.7
9463,S010,2025-08-02,18,7,30.0
9464,S010,2025-08-02,21,0,11.2
9465,S010,2025-01-20,0,1,0.9
9466,S010,2025-01-20,3,1,13.2
9467,S010,2025-01-20,6,2,6.3
9468,S010,2025-01-20,9,3,22.8
9469,S010,2025-01-20,12,3,17.0
9470,S010,2025-01-20,15,7,14.7
9471,S010,2025-01-20,18,4,24.8
9472,S010,2025-01-20,21,7,18.0
9473,S010,2025-04-07,0,0,15.1
9474,S010,2025-04-07,3,0,6.2
9475,S010,2025-04-07,6,8,11.7
9476,S010,2025-04-07,9,4,23.9
9477,S010,2025-04-07,12,3,17.6
9478,S010,2025-04-07,15,3,23.4
9479,S010,2025-04-07,18,6,29.0
9480,S010,2025-04-07,21,1,13.4
9481,S010,2025-02-17,0,0,8.5
9482,S010,2025-02-17,3,1,7.2
9483,S010,2025-02-17,6,2,15.7
9484,S010,2025-02-17,9,4,30.0
9485,S010,2025-02-17,12,7,15.6
9486,S010,2025-02-17,15,6,21.9
9487,S010,2025-02-17,18,3,29.2
9488,S010,2025-02-17,21,3,21.9
9489,S010,2025-11-15,0,0,14.6
9490,S010,2025-11-15,3,3,6.2
9491,S010,2025-11-15,6,1,19.7
9492,S010,2025-11-15,9,9,27.0
9493,S010,2025-11-15,12,5,21.2
9494,S010,2025-11-15,15,3,17.2
9495,S010,2025-11-15,18,8,28.3
9496,S010,2025-11-15,21,3,20.6
9497,S010,2025-03-08,0,0,7.7
9498,S010,2025-03-08,3,1,9.1
9499,S010,2025-03-08,6,1,16.3
9500,S010,2025-03-08,9,7,31.9
9501,S010,2025-03-08,12,0,17.6
9502,S010,2025-03-08,15,3,24.3
9503,S010,2025-03-08,18,7,26.0
9504,S010,2025-03-08,21,3,18.0
9505,S010,2025-02-27,0,0,5.9
9506,S010,2025-02-27,3,0,10.4
9507,S010,2025-02-27,6,2,16.8
9508,S010,2025-02-27,9,7,25.7
9509,S010,2025-02-27,12,4,12.4
9510,S010,2025-02-27,15,5,19.7
9511,S010,2025-02-27,18,13,27.2
9512,S010,2025-02-27,21,1,17.8
9513,S010,2025-08-21,0,0,11.1
9514,S010,2025-08-21,3,0,3.9
9515,S010,2025-08-21,6,4,10.6
9516,S010,2025-08-21,9,6,27.2
9517,S010,2025-08-21,12,4,17.3
9518,S010,2025-08-21,15,2,19.5
9519,S010,2025-08-21,18,6,28.3
9520,S010,2025-08-21,21,3,16.6
9521,S010,2025-02-09,0,0,12.7
9522,S010,2025-02-09,3,1,4.4
9523,S010,2025-02-09,6,8,14.7
9524,S010,2025-02-09,9,3,30.6
9525,S010,2025-02-09,12,4,19.4
9526,S010,2025-02-09,15,1,22.9
9527,S010,2025-02-09,18,5,35.6
9528,S010,2025-02-09,21,7,17.7
9529,S010,2025-10-30,0,0,15.8
9530,S010,2025-10-30,3,0,5.2
9531,S010,2025-10-30,6,1,13.4
9532,S010,2025-10-30,9,8,28.5
9533,S010,2025-10-30,12,5,16.7
9534,S010,2025-10-30,15,6,18.3
9535,S010,2025-10-30,18,5,30.5
9536,S010,2025-10-30,21,2,17.1
9537,S010,2025-03-12,0,0,7.1
9538,S010,2025-03-12,3,0,11.7
9539,S010,2025-03-12,6,0,18.0
9540,S010,2025-03-12,9,6,28.7
9541,S010,2025-03-12,12,4,13.7
9542,S010,2025-03-12,15,2,29.1
9543,S010,2025-03-12,18,3,24.4
9544,S010,2025-03-12,21,2,20.0
9545,S010,2025-04-04,0,1,6.6
9546,S010,2025-04-04,3,0,9.3
9547,S010,2025-04-04,6,2,17.0
9548,S010,2025-04-04,9,8,31.4
9549,S010,2025-04-04,12,4,16.4
9550,S010,2025-04-04,15,8,19.7
9551,S010,2025-04-04,18,3,26.7
9552,S010,2025-04-04,21,3,20.4
9553,S010,2025-06-28,0,0,11.2
9554,S010,2025-06-28,3,0,7.0
9555,S010,2025-06-28,6,2,13.2
9556,S010,2025-06-28,9,4,32.3
9557,S010,2025-06-28,12,5,21.1
9558,S010,2025-06-28,15,2,18.0
9559,S010,2025-06-28,18,2,33.6
9560,S010,2025-06-28,21,5,27.9
9561,S010,2025-01-11,0,1,9.9
9562,S010,2025-01-11,3,0,3.7
9563,S010,2025-01-11,6,4,17.9
9564,S010,2025-01-11,9,4,31.6
9565,S010,2025-01-11,12,2,21.0
9566,S010,2025-01-11,15,6,23.6
9567,S010,2025-01-11,18,9,29.6
9568,S010,2025-01-11,21,4,14.0
9569,S010,2025-12-07,0,1,2.4
9570,S010,2025-12-07,3,1,13.1
9571,S010,2025-12-07,6,4,22.4
9572,S010,2025-12-07,9,4,26.9
9573,S010,2025-12-07,12,5,11.2
9574,S010,2025-12-07,15,4,27.3
9575,S010,2025-12-07,18,8,32.0
9576,S010,2025-12-07,21,5,12.9
9577,S010,2025-01-23,0,0,0.0
9578,S010,2025-01-23,3,2,9.9
9579,S010,2025-01-23,6,3,13.9
9580,S010,2025-01-23,9,5,29.6
9581,S010,2025-01-23,12,3,11.2
9582,S010,2025-01-23,15,0,20.1
9583,S010,2025-01-23,18,10,23.0
9584,S010,2025-01-23,21,2,21.2
9585,S010,2025-03-05,0,0,6.6
9586,S010,2025-03-05,3,2,15.2
9587,S010,2025-03-05,6,2,18.2
9588,S010,2025-03-05,9,5,27.9
9589,S010,2025-03-05,12,5,23.2
9590,S010,2025-03-05,15,3,22.5
9591,S010,2025-03-05,18,4,26.8
9592,S010,2025-03-05,21,4,17.9
9593,S010,2025-01-24,0,0,4.8
9594,S010,2025-01-24,3,0,11.6
9595,S010,2025-01-24,6,2,15.6
9596,S010,2025-01-24,9,5,25.9
9597,S010,2025-01-24,12,1,19.5
9598,S010,2025-01-24,15,10,19.2
9599,S010,2025-01-24,18,9,27.6
9600,S010,2025-01-24,21,2,16.0
9601,S011,2025-12-10,0,1,12.4
9602,S011,2025-12-10,3,1,4.7
9603,S011,2025-12-10,6,1,18.6
9604,S011,2025-12-10,9,4,24.0
9605,S011,2025-12-10,12,3,19.6
9606,S011,2025-12-10,15,2,26.8
9607,S011,2025-12-10,18,6,30.0
9608,S011,2025-12-10,21,6,23.7
9609,S011,2025-09-11,0,3,10.2
9610,S011,2025-09-11,3,0,9.4
9611,S011,2025-09-11,6,0,17.0
9612,S011,2025-09-11,9,4,23.7
9613,S011,2025-09-11,12,4,24.5
9614,S011,2025-09-11,15,5,25.4
9615,S011,2025-09-11,18,6,29.4
9616,S011,2025-09-11,21,0,12.2
9617,S011,2025-02-14,0,1,12.2
9618,S011,2025-02-14,3,0,4.3
9619,S011,2025-02-14,6,4,16.6
9620,S011,2025-02-14,9,8,23.2
9621,S011,2025-02-14,12,0,11.4
9622,S011,2025-02-14,15,4,22.5
9623,S011,2025-02-14,18,5,29.4
9624,S011,2025-02-14,21,3,20.1
9625,S011,2025-08-12,0,1,6.3
9626,S011,2025-08-12,3,1,8.7
9627,S011,2025-08-12,6,0,11.7
9628,S011,2025-08-12,9,6,22.9
9629,S011,2025-08-12,12,4,17.2
9630,S011,2025-08-12,15,4,17.2
9631,S011,2025-08-12,18,7,29.2
9632,S011,2025-08-12,21,4,15.0
9633,S011,2025-02-16,0,1,0.0
9634,S011,2025-02-16,3,0,5.8
9635,S011,2025-02-16,6,1,24.8
9636,S011,2025-02-16,9,9,34.1
9637,S011,2025-02-16,12,3,15.5
9638,S011,2025-02-16,15,3,14.4
9639,S011,2025-02-16,18,9,31.0
9640,S011,2025-02-16,21,2,18.8
9641,S011,2025-12-21,0,0,2.1
9642,S011,2025-12-21,3,0,8.4
9643,S011,2025-12-21,6,2,13.9
9644,S011,2025-12-21,9,5,28.3
9645,S011,2025-12-21,12,0,24.6
9646,S011,2025-12-21,15,4,20.7
9647,S011,2025-12-21,18,3,27.9
9648,S011,2025-12-21,21,4,18.6
9649,S011,2025-10-20,0,1,12.5
9650,S011,2025-10-20,3,1,0.8
9651,S011,2025-10-20,6,3,7.5
9652,S011,2025-10-20,9,3,25.8
9653,S011,2025-10-20,12,2,16.6
9654,S011,2025-10-20,15,5,17.7
9655,S011,2025-10-20,18,7,33.7
9656,S011,2025-10-20,21,0,22.5
9657,S011,2025-09-26,0,3,12.2
9658,S011,2025-09-26,3,2,10.9
9659,S011,2025-09-26,6,2,14.5
9660,S011,2025-09-26,9,3,35.6
9661,S011,2025-09-26,12,3,23.0
9662,S011,2025-09-26,15,1,15.8
9663,S011,2025-09-26,18,9,31.0
9664,S011,2025-09-26,21,6,23.4
9665,S011,2025-07-31,0,2,0.0
9666,S011,2025-07-31,3,0,0.3
9667,S011,2025-07-31,6,2,18.6
9668,S011,2025-07-31,9,3,31.1
9669,S011,2025-07-31,12,3,19.8
9670,S011,2025-07-31,15,6,20.6
9671,S011,2025-07-31,18,6,35.9
9672,S011,2025-07-31,21,4,15.7
9673,S011,2025-02-01,0,0,4.2
9674,S011,2025-02-01,3,0,4.4
9675,S011,2025-02-01,6,2,20.0
9676,S011,2025-02-01,9,6,32.6
9677,S011,2025-02-01,12,3,21.1
9678,S011,2025-02-01,15,9,17.6
9679,S011,2025-02-01,18,4,33.4
9680,S011,2025-02-01,21,2,19.8
9681,S011,2025-10-04,0,0,6.8
9682,S011,2025-10-04,3,2,5.8
9683,S011,2025-10-04,6,3,12.1
9684,S011,2025-10-04,9,6,26.5
9685,S011,2025-10-04,12,7,17.1
9686,S011,2025-10-04,15,3,16.4
9687,S011,2025-10-04,18,5,29.2
9688,S011,2025-10-04,21,4,11.7
9689,S011,2025-07-15,0,0,13.5
9690,S011,2025-07-15,3,0,7.4
9691,S011,2025-07-15,6,0,12.1
9692,S011,2025-07-15,9,6,32.8
9693,S011,2025-07-15,12,3,11.5
9694,S011,2025-07-15,15,2,24.0
9695,S011,2025-07-15,18,7,31.8
9696,S011,2025-07-15,21,5,15.3
9697,S011,2025-10-17,0,0,15.0
9698,S011,2025-10-17,3,0,8.5
9699,S011,2025-10-17,6,1,17.6
9700,S011,2025-10-17,9,7,32.0
9701,S011,2025-10-17,12,1,19.8
9702,S011,2025-10-17,15,3,21.6
9703,S011,2025-10-17,18,4,30.0
9704,S011,2025-10-17,21,4,20.8
9705,S011,2025-01-07,0,1,11.7
9706,S011,2025-01-07,3,0,8.0
9707,S011,2025-01-07,6,1,8.6
9708,S011,2025-01-07,9,8,21.6
9709,S011,2025-01-07,12,3,16.3
9710,S011,2025-01-07,15,2,21.3
9711,S011,2025-01-07,18,6,27.8
9712,S011,2025-01-07,21,0,16.5
9713,S011,2025-12-27,0,0,6.8
9714,S011,2025-12-27,3,3,12.2
9715,S011,2025-12-27,6,4,10.7
9716,S011,2025-12-27,9,5,30.3
9717,S011,2025-12-27,12,2,16.2
9718,S011,2025-12-27,15,4,19.9
9719,S011,2025-12-27,18,7,36.9
9720,S011,2025-12-27,21,1,13.7
9721,S011,2025-07-23,0,1,16.7
9722,S011,2025-07-23,3,0,4.2
9723,S011,2025-07-23,6,1,10.7
9724,S011,2025-07-23,9,4,27.0
9725,S011,2025-07-23,12,3,11.0
9726,S011,2025-07-23,15,9,23.6
9727,S011,2025-07-23,18,8,22.0
9728,S011,2025-07-23,21,6,18.5
9729,S011,2025-12-25,0,1,1.8
9730,S011,2025-12-25,3,0,10.3
9731,S011,2025-12-25,6,2,18.9
9732,S011,2025-12-25,9,7,30.2
9733,S011,2025-12-25,12,1,12.2
9734,S011,2025-12-25,15,2,19.9
9735,S011,2025-12-25,18,6,29.8
9736,S011,2025-12-25,21,4,10.3
9737,S011,2025-07-18,0,1,15.6
9738,S011,2025-07-18,3,0,12.8
9739,S011,2025-07-18,6,3,9.8
9740,S011,2025-07-18,9,9,29.3
9741,S011,2025-07-18,12,2,11.7
9742,S011,2025-07-18,15,5,20.3
9743,S011,2025-07-18,18,7,29.4
9744,S011,2025-07-18,21,4,18.8
9745,S011,2025-07-17,0,0,6.0
9746,S011,2025-07-17,3,1,7.1
9747,S011,2025-07-17,6,2,12.3
9748,S011,2025-07-17,9,8,27.9
9749,S011,2025-07-17,12,5,24.9
9750,S011,2025-07-17,15,3,17.4
9751,S011,2025-07-17,18,8,27.5
9752,S011,2025-07-17,21,5,17.6
9753,S011,2025-07-06,0,2,8.3
9754,S011,2025-07-06,3,0,5.7
9755,S011,2025-07-06,6,3,16.4
9756,S011,2025-07-06,9,8,28.0
9757,S011,2025-07-06,12,2,13.4
9758,S011,2025-07-06,15,4,21.4
9759,S011,2025-07-06,18,6,27.1
9760,S011,2025-07-06,21,0,13.8
9761,S011,2025-04-01,0,0,3.1
9762,S011,2025-04-01,3,1,12.6
9763,S011,2025-04-01,6,0,13.3
9764,S011,2025-04-01,9,5,25.1
9765,S011,2025-04-01,12,1,12.2
9766,S011,2025-04-01,15,0,14.3
9767,S011,2025-04-01,18,3,24.7
9768,S011,2025-04-01,21,4,19.6
9769,S011,2025-08-07,0,0,10.7
9770,S011,2025-08-07,3,0,6.4
9771,S011,2025-08-07,6,3,12.7
9772,S011,2025-08-07,9,6,29.0
9773,S011,2025-08-07,12,5,22.8
9774,S011,2025-08-07,15,1,16.5
9775,S011,2025-08-07,18,4,28.2
9776,S011,2025-08-07,21,1,14.8
9777,S011,2025-09-27,0,2,11.9
9778,S011,2025-09-27,3,1,5.9
9779,S011,2025-09-27,6,3,22.7
9780,S011,2025-09-27,9,6,30.0
9781,S011,2025-09-27,12,4,18.2
9782,S011,2025-09-27,15,3,16.7
9783,S011,2025-09-27,18,6,26.5
9784,S011,2025-09-27,21,4,16.0
9785,S011,2025-06-27,0,1,7.8
9786,S011,2025-06-27,3,2,1.6
9787,S011,2025-06-27,6,2,14.4
9788,S011,2025-06-27,9,5,32.2
9789,S011,2025-06-27,12,4,15.7
9790,S011,2025-06-27,15,4,20.7
9791,S011,2025-06-27,18,6,29.0
9792,S011,2025-06-27,21,1,21.1
9793,S011,2025-04-20,0,1,12.6
9794,S011,2025-04-20,3,1,8.2
9795,S011,2025-04-20,6,3,16.1
9796,S011,2025-04-20,9,5,30.5
9797,S011,2025-04-20,12,4,22.3
9798,S011,2025-04-20,15,4,25.4
9799,S011,2025-04-20,18,9,34.7
9800,S011,2025-04-20,21,2,16.7
9801,S011,2025-12-13,0,0,8.3
9802,S011,2025-12-13,3,0,7.2
9803,S011,2025-12-13,6,1,22.1
9804,S011,2025-12-13,9,7,21.8
9805,S011,2025-12-13,12,6,20.1
9806,S011,2025-12-13,15,2,24.5
9807,S011,2025-12-13,18,4,22.0
9808,S011,2025-12-13,21,2,16.8
9809,S011,2025-12-07,0,0,8.7
9810,S011,2025-12-07,3,0,0.0
9811,S011,2025-12-07,6,0,21.8
9812,S011,2025-12-07,9,10,25.0
9813,S011,2025-12-07,12,6,20.3
9814,S011,2025-12-07,15,7,19.3
9815,S011,2025-12-07,18,6,37.9
9816,S011,2025-12-07,21,3,14.1
9817,S011,2025-05-29,0,2,15.6
9818,S011,2025-05-29,3,1,7.6
9819,S011,2025-05-29,6,3,19.2
9820,S011,2025-05-29,9,4,32.7
9821,S011,2025-05-29,12,4,19.2
9822,S011,2025-05-29,15,4,18.0
9823,S011,2025-05-29,18,10,29.7
9824,S011,2025-05-29,21,2,16.8
9825,S011,2025-07-02,0,0,7.5
9826,S011,2025-07-02,3,1,13.0
9827,S011,2025-07-02,6,2,15.0
9828,S011,2025-07-02,9,9,26.5
9829,S011,2025-07-02,12,4,15.8
9830,S011,2025-07-02,15,4,16.9
9831,S011,2025-07-02,18,5,33.0
9832,S011,2025-07-02,21,4,19.2
9833,S011,2025-03-16,0,1,14.2
9834,S011,2025-03-16,3,0,5.6
9835,S011,2025-03-16,6,5,16.8
9836,S011,2025-03-16,9,5,32.0
9837,S011,2025-03-16,12,2,15.8
9838,S011,2025-03-16,15,4,21.3
9839,S011,2025-03-16,18,3,35.3
9840,S011,2025-03-16,21,5,21.3
9841,S011,2025-01-06,0,2,5.3
9842,S011,2025-01-06,3,0,14.4
9843,S011,2025-01-06,6,2,12.4
9844,S011,2025-01-06,9,8,21.2
9845,S011,2025-01-06,12,2,19.9
9846,S011,2025-01-06,15,5,25.3
9847,S011,2025-01-06,18,9,29.1
9848,S011,2025-01-06,21,1,12.7
9849,S011,2025-02-28,0,0,0.0
9850,S011,2025-02-28,3,1,6.3
9851,S011,2025-02-28,6,2,13.8
9852,S011,2025-02-28,9,4,22.1
9853,S011,2025-02-28,12,2,21.4
9854,S011,2025-02-28,15,2,23.7
9855,S011,2025-02-28,18,5,28.9
9856,S011,2025-02-28,21,2,19.6
9857,S011,2025-06-04,0,1,7.1
9858,S011,2025-06-04,3,0,9.7
9859,S011,2025-06-04,6,2,14.4
9860,S011,2025-06-04,9,3,29.1
9861,S011,2025-06-04,12,1,13.8
9862,S011,2025-06-04,15,4,21.7
9863,S011,2025-06-04,18,7,28.4
9864,S011,2025-06-04,21,3,18.7
9865,S011,2025-07-22,0,0,9.8
9866,S011,2025-07-22,3,1,4.3
9867,S011,2025-07-22,6,3,16.3
9868,S011,2025-07-22,9,3,27.0
