vehicle_id,customer_id,vehicle_type,vehicle_model,battery_capacity_kwh,vehicle_age_years
V03799,CU04261,SUV,Hyundai Ioniq 5,75,3
V03800,CU02073,Hatchback,MG Comet,35,1
V03801,CU03808,Hatchback,Tata Tiago EV,30,1
V03802,CU04225,Sedan,BYD Seal,55,4
V03803,CU02865,Two-Wheeler,Ather 450X,4,2
V03804,CU03619,Sedan,MG5,55,3
V03805,CU01018,SUV,Tata Nexon EV,100,2
V03806,CU04691,Sedan,BYD Seal,50,3
V03807,CU01333,Sedan,BYD Seal,60,3
V03808,CU02484,Commercial Van,Mahindra Treo,120,4
V03809,CU00182,Two-Wheeler,Ola S1,2,3
V03810,CU04840,SUV,Mahindra XUV400,82,4
V03811,CU01839,Hatchback,Tata Tiago EV,35,2
V03812,CU02452,Hatchback,Tata Tiago EV,30,4
V03813,CU01953,Commercial Van,Tata Ace EV,120,0
V03814,CU04701,Hatchback,Tata Tiago EV,35,1
V03815,CU00263,Two-Wheeler,Ola S1,2,4
V03816,CU00661,Sedan,MG5,55,3
V03817,CU01316,Commercial Van,Mahindra Treo,60,4
V03818,CU02920,Sedan,MG5,55,1
V03819,CU04918,Sedan,MG5,50,1
V03820,CU02195,SUV,Tata Nexon EV,70,0
V03821,CU02073,Commercial Van,Tata Ace EV,80,1
V03822,CU02020,Commercial Van,Tata Ace EV,60,2
V03823,CU02741,Two-Wheeler,Ola S1,3,2
V03824,CU00816,Two-Wheeler,Ather 450X,4,0
V03825,CU04778,SUV,Mahindra XUV400,75,2
V03826,CU03419,Two-Wheeler,Ola S1,4,1
V03827,CU04098,Two-Wheeler,Ather 450X,2,2
V03828,CU03718,Sedan,MG5,60,2
V03829,CU04735,SUV,Mahindra XUV400,100,1
V03830,CU03630,SUV,Mahindra XUV400,75,4
V03831,CU02754,SUV,Hyundai Ioniq 5,70,0
V03832,CU03368,Two-Wheeler,Ola S1,3,0
V03833,CU04686,Sedan,MG5,55,2
V03834,CU00202,Hatchback,MG Comet,30,2
V03835,CU01005,Sedan,MG5,55,1
V03836,CU01313,Hatchback,MG Comet,30,4
V03837,CU02026,Sedan,BYD Seal,55,1
V03838,CU03134,Commercial Van,Mahindra Treo,80,3
V03839,CU03574,SUV,Tata Nexon EV,100,0
V03840,CU04222,Two-Wheeler,Ola S1,3,0
V03841,CU03672,Hatchback,Tata Tiago EV,40,3
V03842,CU04942,Commercial Van,Tata Ace EV,120,4
V03843,CU01797,SUV,Tata Nexon EV,100,1
V03844,CU04275,Hatchback,MG Comet,30,2
V03845,CU01605,SUV,Tata Nexon EV,70,2
V03846,CU01903,Commercial Van,Mahindra Treo,60,1
V03847,CU04000,Hatchback,MG Comet,35,4
V03848,CU04589,SUV,Hyundai Ioniq 5,82,1
V03849,CU03505,Commercial Van,Mahindra Treo,120,3
V03850,CU02620,Hatchback,MG Comet,35,2
V03851,CU02350,SUV,Hyundai Ioniq 5,70,1
V03852,CU04365,Sedan,BYD Seal,55,0
V03853,CU04720,Sedan,MG5,55,0
V03854,CU02673,SUV,Hyundai Ioniq 5,100,3
V03855,CU00819,Hatchback,MG Comet,30,3
V03856,CU02678,Two-Wheeler,Ather 450X,2,0
V03857,CU00548,Hatchback,Tata Tiago EV,40,4
V03858,CU04433,Sedan,MG5,50,4
V03859,CU00359,SUV,Mahindra XUV400,75,1
V03860,CU03362,Sedan,BYD Seal,50,4
V03861,CU01925,Sedan,MG5,50,3
V03862,CU04912,Two-Wheeler,Ather 450X,2,3
V03863,CU04456,Commercial Van,Tata Ace EV,120,1
V03864,CU04443,Two-Wheeler,Ather 450X,2,1
V03865,CU04648,SUV,Hyundai Ioniq 5,70,3
V03866,CU02702,Two-Wheeler,Ola S1,2,3
V03867,CU01931,Commercial Van,Tata Ace EV,120,0
V03868,CU00422,Sedan,MG5,55,4
V03869,CU00336,Sedan,BYD Seal,50,3
V03870,CU01527,Hatchback,Tata Tiago EV,40,4
V03871,CU00057,Sedan,MG5,50,4
V03872,CU03951,Commercial Van,Mahindra Treo,60,2
V03873,CU03148,SUV,Tata Nexon EV,82,0
V03874,CU03538,SUV,Hyundai Ioniq 5,70,1
V03875,CU00722,Hatchback,Tata Tiago EV,40,0
V03876,CU04078,Hatchback,Tata Tiago EV,30,1
V03877,CU00386,Sedan,BYD Seal,60,4
V03878,CU02818,Commercial Van,Mahindra Treo,80,4
V03879,CU02888,Sedan,MG5,50,0
V03880,CU02720,Two-Wheeler,Ola S1,3,2
V03881,CU00260,Hatchback,MG Comet,30,2
V03882,CU04489,SUV,Tata Nexon EV,70,1
V03883,CU00600,SUV,Hyundai Ioniq 5,70,1
V03884,CU03256,Two-Wheeler,Ola S1,3,4
V03885,CU01040,Hatchback,MG Comet,40,0
V03886,CU04049,Hatchback,MG Comet,30,2
V03887,CU00756,Hatchback,MG Comet,35,3
V03888,CU03578,Commercial Van,Tata Ace EV,60,4
V03889,CU03158,Hatchback,Tata Tiago EV,30,1
V03890,CU02759,Hatchback,MG Comet,30,3
V03891,CU00477,SUV,Mahindra XUV400,75,0
V03892,CU01600,SUV,Tata Nexon EV,82,4
V03893,CU02360,Two-Wheeler,Ola S1,2,1
V03894,CU01262,Commercial Van,Tata Ace EV,60,3
V03895,CU01583,SUV,Mahindra XUV400,100,2
V03896,CU02839,Commercial Van,Tata Ace EV,120,2
V03897,CU04826,Two-Wheeler,Ola S1,3,0
V03898,CU03571,Sedan,BYD Seal,60,3
V03899,CU01499,Commercial Van,Mahindra Treo,80,4
V03900,CU00749,SUV,Mahindra XUV400,70,1
V03901,CU04812,Sedan,BYD Seal,55,2
V03902,CU02387,SUV,Tata Nexon EV,70,1
V03903,CU00531,Sedan,BYD Seal,55,3
V03904,CU04788,Hatchback,Tata Tiago EV,40,4
V03905,CU02210,Two-Wheeler,Ather 450X,3,1
V03906,CU04064,Two-Wheeler,Ather 450X,4,3
V03907,CU03869,Two-Wheeler,Ola S1,2,3
V03908,CU01109,Hatchback,MG Comet,40,1
V03909,CU00490,Commercial Van,Mahindra Treo,60,1
V03910,CU00005,Hatchback,MG Comet,40,2
V03911,CU00076,Sedan,MG5,50,1
V03912,CU02729,Sedan,BYD Seal,60,0
V03913,CU00473,Hatchback,Tata Tiago EV,30,1
V03914,CU03210,Sedan,MG5,55,1
V03915,CU01382,SUV,Mahindra XUV400,70,3
V03916,CU00838,Two-Wheeler,Ather 450X,4,4
V03917,CU00603,Commercial Van,Tata Ace EV,60,1
V03918,CU01187,Two-Wheeler,Ola S1,2,4
V03919,CU01482,Sedan,BYD Seal,50,4
V03920,CU03273,Two-Wheeler,Ather 450X,2,4
V03921,CU00232,Two-Wheeler,Ather 450X,3,0
V03922,CU00328,Sedan,BYD Seal,60,0
V03923,CU00950,Two-Wheeler,Ather 450X,3,1
V03924,CU01887,Sedan,BYD Seal,50,3
V03925,CU04096,Sedan,MG5,50,2
V03926,CU02298,SUV,Hyundai Ioniq 5,82,2
V03927,CU01308,SUV,Mahindra XUV400,100,2
V03928,CU00198,Two-Wheeler,Ather 450X,2,2
V03929,CU04512,Sedan,BYD Seal,55,0
V03930,CU02780,SUV,Tata Nexon EV,100,4
V03931,CU03337,Commercial Van,Mahindra Treo,120,2
V03932,CU01339,Commercial Van,Mahindra Treo,120,0
V03933,CU01692,Hatchback,Tata Tiago EV,35,3
V03934,CU00216,Hatchback,Tata Tiago EV,40,2
V03935,CU01650,SUV,Mahindra XUV400,82,4
V03936,CU02863,Sedan,BYD Seal,60,3
V03937,CU00610,Hatchback,Tata Tiago EV,30,0
V03938,CU02559,Sedan,BYD Seal,50,4
V03939,CU00918,Two-Wheeler,Ather 450X,4,1
V03940,CU04253,Two-Wheeler,Ather 450X,3,4
V03941,CU00162,Sedan,MG5,50,2
V03942,CU04138,Sedan,BYD Seal,50,2
V03943,CU02812,SUV,Hyundai Ioniq 5,75,4
V03944,CU03422,Hatchback,Tata Tiago EV,35,0
V03945,CU04216,SUV,Hyundai Ioniq 5,82,2
V03946,CU01099,Hatchback,Tata Tiago EV,30,1
V03947,CU02722,Sedan,MG5,55,1
V03948,CU02709,Sedan,BYD Seal,50,1
V03949,CU00123,SUV,Mahindra XUV400,100,1
V03950,CU02701,SUV,Hyundai Ioniq 5,82,4
V03951,CU03254,Sedan,BYD Seal,60,1
V03952,CU03062,Hatchback,MG Comet,35,3
V03953,CU03962,Sedan,MG5,60,1
V03954,CU00789,SUV,Hyundai Ioniq 5,75,0
V03955,CU00257,Hatchback,Tata Tiago EV,40,4
V03956,CU04026,Hatchback,MG Comet,30,4
V03957,CU03655,SUV,Hyundai Ioniq 5,75,1
V03958,CU03252,Two-Wheeler,Ather 450X,2,0
V03959,CU03590,Sedan,MG5,60,4
V03960,CU04776,Sedan,MG5,55,2
V03961,CU00608,Commercial Van,Tata Ace EV,80,2
V03962,CU04427,Commercial Van,Tata Ace EV,120,1
V03963,CU03928,Sedan,MG5,55,2
V03964,CU02153,Two-Wheeler,Ola S1,3,3
V03965,CU00547,SUV,Hyundai Ioniq 5,75,2
V03966,CU04889,Commercial Van,Tata Ace EV,80,0
V03967,CU01905,Sedan,MG5,50,0
V03968,CU01683,Two-Wheeler,Ola S1,4,3
V03969,CU00489,Two-Wheeler,Ather 450X,2,4
V03970,CU01823,Sedan,MG5,55,4
V03971,CU03122,Two-Wheeler,Ola S1,2,3
V03972,CU03775,Sedan,MG5,60,3
V03973,CU03073,Hatchback,Tata Tiago EV,35,1
V03974,CU03453,Sedan,MG5,60,2
V03975,CU00650,Commercial Van,Mahindra Treo,60,2
V03976,CU00648,SUV,Tata Nexon EV,75,3
V03977,CU00381,SUV,Mahindra XUV400,82,3
V03978,CU02067,SUV,Tata Nexon EV,70,0
V03979,CU01864,Hatchback,Tata Tiago EV,35,1
V03980,CU02291,Sedan,BYD Seal,55,1
V03981,CU04225,Two-Wheeler,Ather 450X,4,1
V03982,CU01200,Commercial Van,Mahindra Treo,80,3
V03983,CU04505,Hatchback,MG Comet,30,0
V03984,CU04888,Sedan,BYD Seal,55,2
V03985,CU02991,Hatchback,Tata Tiago EV,40,4
V03986,CU01108,Hatchback,Tata Tiago EV,35,4
V03987,CU03448,Sedan,MG5,50,0
V03988,CU00222,SUV,Hyundai Ioniq 5,100,1
V03989,CU01440,Hatchback,MG Comet,30,0
V03990,CU00618,Hatchback,MG Comet,30,3
V03991,CU02571,Two-Wheeler,Ola S1,4,0
V03992,CU02756,Commercial Van,Tata Ace EV,80,0
V03993,CU02791,Sedan,BYD Seal,60,3
V03994,CU03943,SUV,Tata Nexon EV,82,0
V03995,CU03310,Sedan,MG5,50,4
V03996,CU04055,Commercial Van,Mahindra Treo,80,0
V03997,CU00225,SUV,Mahindra XUV400,70,4
V03998,CU02242,Two-Wheeler,Ola S1,3,2
V03999,CU04153,Hatchback,Tata Tiago EV,35,0
V04000,CU03697,SUV,Mahindra XUV400,75,4
V04001,CU03351,SUV,Tata Nexon EV,75,2
V04002,CU03828,Sedan,MG5,50,1
V04003,CU01404,Sedan,MG5,55,3
V04004,CU04213,SUV,Tata Nexon EV,75,0
V04005,CU00410,Two-Wheeler,Ather 450X,3,1
V04006,CU01917,Hatchback,Tata Tiago EV,35,0
V04007,CU03439,SUV,Mahindra XUV400,100,3
V04008,CU04068,Hatchback,MG Comet,40,1
V04009,CU02860,Hatchback,Tata Tiago EV,40,4
V04010,CU01984,SUV,Tata Nexon EV,100,0
V04011,CU02052,Sedan,MG5,55,3
V04012,CU03702,Sedan,BYD Seal,50,4
V04013,CU00023,Sedan,MG5,60,0
V04014,CU02969,SUV,Mahindra XUV400,100,1
V04015,CU00745,Sedan,BYD Seal,60,4
V04016,CU00602,Commercial Van,Mahindra Treo,60,4
V04017,CU03036,Sedan,BYD Seal,55,1
V04018,CU01843,Two-Wheeler,Ather 450X,3,2
V04019,CU02675,Sedan,MG5,50,2
V04020,CU04177,SUV,Mahindra XUV400,82,3
V04021,CU02663,SUV,Mahindra XUV400,100,2
V04022,CU00483,Sedan,BYD Seal,50,2
V04023,CU04037,Sedan,MG5,55,1
V04024,CU02640,Sedan,BYD Seal,60,3
V04025,CU03312,Hatchback,MG Comet,30,1
V04026,CU04129,Hatchback,Tata Tiago EV,40,1
V04027,CU04376,Two-Wheeler,Ather 450X,4,3
V04028,CU03826,Two-Wheeler,Ola S1,3,1
V04029,CU02200,Sedan,MG5,60,2
V04030,CU01683,Sedan,MG5,55,0
V04031,CU04797,Hatchback,MG Comet,30,4
V04032,CU03609,Hatchback,Tata Tiago EV,40,3
V04033,CU01019,Two-Wheeler,Ola S1,2,2
V04034,CU04761,SUV,Hyundai Ioniq 5,100,3
V04035,CU02971,Hatchback,Tata Tiago EV,40,0
V04036,CU01312,Sedan,MG5,60,0
V04037,CU01419,Two-Wheeler,Ola S1,3,1
V04038,CU02501,Hatchback,MG Comet,30,0
V04039,CU02668,Sedan,BYD Seal,55,1
V04040,CU01387,SUV,Tata Nexon EV,75,0
V04041,CU01145,SUV,Mahindra XUV400,100,4
V04042,CU02064,Sedan,MG5,60,4
V04043,CU04835,Two-Wheeler,Ola S1,4,4
V04044,CU01547,Hatchback,MG Comet,40,3
V04045,CU02146,Two-Wheeler,Ather 450X,3,1
V04046,CU02164,Hatchback,Tata Tiago EV,30,0
V04047,CU03013,SUV,Hyundai Ioniq 5,75,2
V04048,CU04445,Two-Wheeler,Ather 450X,2,1
V04049,CU04328,Sedan,BYD Seal,60,0
V04050,CU03183,Two-Wheeler,Ather 450X,3,4
V04051,CU03424,Two-Wheeler,Ola S1,4,4
V04052,CU04002,Hatchback,MG Comet,30,4
V04053,CU03560,Two-Wheeler,Ola S1,2,1
V04054,CU01557,Commercial Van,Tata Ace EV,80,3
V04055,CU02687,SUV,Tata Nexon EV,70,2
V04056,CU02333,Hatchback,MG Comet,35,2
V04057,CU01657,Hatchback,MG Comet,40,1
V04058,CU00545,Sedan,MG5,50,0
V04059,CU00392,Hatchback,Tata Tiago EV,35,1
V04060,CU01989,SUV,Tata Nexon EV,82,3
V04061,CU04086,Hatchback,MG Comet,35,1
V04062,CU00297,Hatchback,Tata Tiago EV,30,1
V04063,CU01087,Sedan,BYD Seal,55,0
V04064,CU04366,Sedan,BYD Seal,60,4
V04065,CU03262,SUV,Hyundai Ioniq 5,75,0
V04066,CU04606,Two-Wheeler,Ather 450X,4,0
V04067,CU01117,Hatchback,Tata Tiago EV,35,0
V04068,CU01077,Hatchback,Tata Tiago EV,35,1
V04069,CU00496,Hatchback,MG Comet,40,0
V04070,CU02996,Sedan,MG5,50,3
V04071,CU00094,Hatchback,Tata Tiago EV,35,2
V04072,CU04721,Two-Wheeler,Ather 450X,4,1
V04073,CU04325,Hatchback,MG Comet,35,3
V04074,CU00721,Commercial Van,Tata Ace EV,120,0
V04075,CU04363,Sedan,BYD Seal,55,2
V04076,CU04377,Sedan,MG5,55,2
V04077,CU04027,Two-Wheeler,Ather 450X,4,2
V04078,CU04056,Two-Wheeler,Ola S1,2,3
V04079,CU01107,SUV,Hyundai Ioniq 5,70,1
V04080,CU03933,Commercial Van,Mahindra Treo,80,2
V04081,CU03723,Sedan,BYD Seal,60,3
V04082,CU01372,Two-Wheeler,Ola S1,3,1
V04083,CU00423,Sedan,BYD Seal,50,1
V04084,CU02006,Two-Wheeler,Ather 450X,4,0
V04085,CU04550,Sedan,MG5,50,1
V04086,CU04603,Sedan,BYD Seal,55,2
V04087,CU04412,SUV,Tata Nexon EV,100,0
V04088,CU00764,Hatchback,Tata Tiago EV,30,4
V04089,CU03369,Hatchback,Tata Tiago EV,40,0
V04090,CU00898,Sedan,MG5,55,4
V04091,CU00953,SUV,Hyundai Ioniq 5,100,2
V04092,CU02923,Two-Wheeler,Ather 450X,3,3
V04093,CU04480,SUV,Tata Nexon EV,82,0
V04094,CU03198,Two-Wheeler,Ather 450X,3,4
V04095,CU04199,SUV,Tata Nexon EV,82,1
V04096,CU00900,Hatchback,MG Comet,35,4
V04097,CU04024,Hatchback,MG Comet,35,1
V04098,CU04206,SUV,Mahindra XUV400,100,3
V04099,CU03642,Sedan,MG5,60,3
V04100,CU03544,Hatchback,Tata Tiago EV,35,3
V04101,CU03642,Sedan,MG5,55,3
V04102,CU04766,SUV,Tata Nexon EV,70,1
V04103,CU03091,Sedan,BYD Seal,60,2
V04104,CU04480,Two-Wheeler,Ola S1,3,1
V04105,CU00762,Two-Wheeler,Ather 450X,4,3
V04106,CU02408,Two-Wheeler,Ather 450X,2,0
V04107,CU00886,Commercial Van,Tata Ace EV,120,0
V04108,CU02644,Sedan,MG5,60,4
V04109,CU03244,SUV,Hyundai Ioniq 5,100,3
V04110,CU01236,Two-Wheeler,Ola S1,2,4
V04111,CU02934,SUV,Hyundai Ioniq 5,82,1
V04112,CU01469,Two-Wheeler,Ola S1,3,3
V04113,CU00010,Sedan,MG5,55,1
V04114,CU00792,SUV,Hyundai Ioniq 5,100,2
V04115,CU01663,Hatchback,MG Comet,30,3
V04116,CU00744,Commercial Van,Tata Ace EV,60,3
V04117,CU02429,Two-Wheeler,Ather 450X,4,2
V04118,CU03494,Two-Wheeler,Ather 450X,4,1
V04119,CU04547,SUV,Hyundai Ioniq 5,70,3
V04120,CU01117,Hatchback,MG Comet,30,0
V04121,CU02442,Hatchback,Tata Tiago EV,35,3
V04122,CU01355,Two-Wheeler,Ola S1,4,3
V04123,CU02481,Sedan,MG5,50,4
V04124,CU03002,Sedan,BYD Seal,50,4
V04125,CU01187,SUV,Mahindra XUV400,75,4
V04126,CU04088,Sedan,BYD Seal,55,3
V04127,CU02832,SUV,Mahindra XUV400,100,4
V04128,CU03662,Sedan,MG5,55,3
V04129,CU01749,SUV,Hyundai Ioniq 5,82,4
V04130,CU02864,Two-Wheeler,Ola S1,4,1
V04131,CU01115,Hatchback,MG Comet,40,4
V04132,CU03265,Sedan,BYD Seal,55,3
V04133,CU03091,Sedan,BYD Seal,60,1
V04134,CU01064,Commercial Van,Tata Ace EV,120,4
V04135,CU03749,Sedan,MG5,55,0
V04136,CU04546,Sedan,BYD Seal,60,4
V04137,CU02733,SUV,Mahindra XUV400,75,2
V04138,CU01873,Sedan,MG5,55,0
V04139,CU04721,Commercial Van,Tata Ace EV,60,0
V04140,CU01970,Two-Wheeler,Ather 450X,4,1
V04141,CU00885,SUV,Tata Nexon EV,75,1
V04142,CU03964,SUV,Mahindra XUV400,82,4
V04143,CU03679,Hatchback,Tata Tiago EV,35,2
V04144,CU00319,SUV,Hyundai Ioniq 5,75,0
V04145,CU03817,Two-Wheeler,Ather 450X,4,0
V04146,CU03718,Sedan,MG5,50,1
V04147,CU03196,Hatchback,Tata Tiago EV,35,2
V04148,CU01375,Commercial Van,Mahindra Treo,120,2
V04149,CU00488,Sedan,MG5,50,4
V04150,CU00451,SUV,Hyundai Ioniq 5,75,1
V04151,CU00353,Hatchback,Tata Tiago EV,30,0
V04152,CU01941,Sedan,MG5,50,1
V04153,CU02368,Two-Wheeler,Ola S1,4,2
V04154,CU03237,Sedan,BYD Seal,50,0
V04155,CU00248,SUV,Mahindra XUV400,75,3
V04156,CU03504,Hatchback,Tata Tiago EV,40,1
V04157,CU00568,Sedan,BYD Seal,55,4
V04158,CU00684,Commercial Van,Tata Ace EV,80,4
V04159,CU00644,SUV,Mahindra XUV400,82,4
V04160,CU00479,Commercial Van,Mahindra Treo,120,4
V04161,CU02761,Commercial Van,Tata Ace EV,60,4
V04162,CU04464,Commercial Van,Tata Ace EV,60,0
V04163,CU04453,Two-Wheeler,Ather 450X,2,0
V04164,CU01369,Hatchback,MG Comet,40,3
V04165,CU02227,Commercial Van,Mahindra Treo,60,1
V04166,CU03497,Hatchback,MG Comet,30,4
V04167,CU03613,Hatchback,MG Comet,35,4
V04168,CU04008,Hatchback,Tata Tiago EV,40,2
V04169,CU01843,Sedan,MG5,55,1
V04170,CU03378,SUV,Mahindra XUV400,70,3
V04171,CU02415,Sedan,BYD Seal,55,4
V04172,CU01060,Hatchback,Tata Tiago EV,30,1
V04173,CU01645,Sedan,BYD Seal,55,3
V04174,CU04924,Sedan,BYD Seal,50,1
V04175,CU01812,Two-Wheeler,Ola S1,3,0
V04176,CU02194,Sedan,MG5,55,4
V04177,CU02428,Hatchback,Tata Tiago EV,40,0
V04178,CU00168,Sedan,BYD Seal,50,4
V04179,CU04183,Sedan,BYD Seal,50,0
V04180,CU00154,SUV,Tata Nexon EV,75,0
V04181,CU02545,Sedan,MG5,60,2
V04182,CU03869,Sedan,MG5,50,3
V04183,CU00315,Sedan,MG5,55,1
V04184,CU00723,Sedan,MG5,60,4
V04185,CU03632,Commercial Van,Tata Ace EV,60,0
V04186,CU03346,Hatchback,MG Comet,40,0
V04187,CU02812,Two-Wheeler,Ather 450X,4,2
V04188,CU02310,Two-Wheeler,Ather 450X,4,3
V04189,CU02502,Hatchback,Tata Tiago EV,30,2
V04190,CU03334,Commercial Van,Mahindra Treo,80,3
V04191,CU02024,Two-Wheeler,Ather 450X,4,0
V04192,CU00350,SUV,Tata Nexon EV,100,4
V04193,CU00824,Sedan,MG5,55,1
V04194,CU00438,SUV,Tata Nexon EV,75,3
V04195,CU00169,Sedan,MG5,55,3
V04196,CU03820,Hatchback,Tata Tiago EV,40,2
V04197,CU03415,Two-Wheeler,Ather 450X,3,1
V04198,CU03302,Two-Wheeler,Ola S1,3,4
V04199,CU04119,Hatchback,MG Comet,30,3
V04200,CU03036,Two-Wheeler,Ola S1,3,0
V04201,CU04377,Two-Wheeler,Ather 450X,4,3
V04202,CU03591,Hatchback,MG Comet,35,2
V04203,CU02770,Sedan,BYD Seal,60,0
V04204,CU02301,Sedan,BYD Seal,50,4
V04205,CU04500,Two-Wheeler,Ather 450X,4,1
V04206,CU02181,Two-Wheeler,Ola S1,2,3
V04207,CU03346,Hatchback,MG Comet,40,1
V04208,CU02666,SUV,Mahindra XUV400,100,4
V04209,CU00232,Two-Wheeler,Ather 450X,4,1
V04210,CU02593,Two-Wheeler,Ather 450X,3,0
V04211,CU04175,Hatchback,MG Comet,35,3
V04212,CU01059,SUV,Mahindra XUV400,75,0
V04213,CU02543,Two-Wheeler,Ather 450X,3,3
V04214,CU01134,Sedan,MG5,50,1
V04215,CU03647,Sedan,MG5,50,3
V04216,CU02376,Two-Wheeler,Ola S1,2,1
V04217,CU03881,Hatchback,MG Comet,40,3
V04218,CU02738,Two-Wheeler,Ola S1,4,2
V04219,CU02432,Sedan,BYD Seal,55,1
V04220,CU01388,Hatchback,Tata Tiago EV,40,2
V04221,CU03304,Hatchback,Tata Tiago EV,30,3
V04222,CU01438,Hatchback,Tata Tiago EV,30,4
V04223,CU03366,Hatchback,MG Comet,35,2
V04224,CU04643,SUV,Tata Nexon EV,70,3
V04225,CU01730,Hatchback,Tata Tiago EV,35,1
V04226,CU02440,Commercial Van,Mahindra Treo,60,4
V04227,CU03174,SUV,Mahindra XUV400,82,0
V04228,CU03908,Sedan,BYD Seal,50,0
V04229,CU01317,Sedan,BYD Seal,60,3
V04230,CU00685,SUV,Hyundai Ioniq 5,70,2
V04231,CU02589,Sedan,BYD Seal,55,2
V04232,CU03544,Hatchback,Tata Tiago EV,35,2
V04233,CU03088,Two-Wheeler,Ather 450X,2,0
V04234,CU01676,Sedan,MG5,60,2
V04235,CU02114,Hatchback,Tata Tiago EV,30,1
V04236,CU00958,SUV,Tata Nexon EV,75,2
V04237,CU03544,SUV,Mahindra XUV400,75,3
V04238,CU03095,Sedan,BYD Seal,55,3
V04239,CU04798,Two-Wheeler,Ather 450X,2,2
V04240,CU02808,SUV,Hyundai Ioniq 5,75,2
V04241,CU00821,SUV,Tata Nexon EV,75,2
V04242,CU00888,Sedan,MG5,55,0
V04243,CU03729,Commercial Van,Mahindra Treo,80,2
V04244,CU03994,Sedan,BYD Seal,60,1
V04245,CU03085,SUV,Hyundai Ioniq 5,100,4
V04246,CU00876,Sedan,BYD Seal,55,3
V04247,CU04262,Two-Wheeler,Ather 450X,2,3
V04248,CU03997,Hatchback,Tata Tiago EV,40,1
V04249,CU00557,Hatchback,MG Comet,30,2
V04250,CU02215,Two-Wheeler,Ather 450X,4,4
V04251,CU00709,Sedan,MG5,60,1
V04252,CU00718,Sedan,MG5,55,4
V04253,CU03666,SUV,Hyundai Ioniq 5,75,4
V04254,CU02145,Two-Wheeler,Ola S1,3,1
V04255,CU02020,Hatchback,MG Comet,40,4
V04256,CU03780,Hatchback,Tata Tiago EV,35,0
V04257,CU00291,Commercial Van,Mahindra Treo,120,1
V04258,CU02184,SUV,Hyundai Ioniq 5,100,1
V04259,CU03880,Sedan,BYD Seal,60,4
V04260,CU02937,Two-Wheeler,Ather 450X,3,1
V04261,CU02415,SUV,Mahindra XUV400,100,2
V04262,CU02296,Hatchback,MG Comet,35,0
V04263,CU02814,Hatchback,MG Comet,35,0
V04264,CU01238,Sedan,BYD Seal,55,0
V04265,CU02118,Two-Wheeler,Ola S1,4,4
V04266,CU04842,Hatchback,MG Comet,30,2
V04267,CU03044,Hatchback,MG Comet,40,0
V04268,CU03088,Two-Wheeler,Ola S1,2,2
V04269,CU03559,Hatchback,Tata Tiago EV,40,1
V04270,CU00699,SUV,Mahindra XUV400,75,0
V04271,CU02854,Hatchback,MG Comet,30,2
V04272,CU03809,SUV,Tata Nexon EV,75,0
V04273,CU04620,Sedan,MG5,60,4
V04274,CU01846,Hatchback,MG Comet,30,3
V04275,CU04015,SUV,Tata Nexon EV,100,1
V04276,CU03183,SUV,Tata Nexon EV,82,3
V04277,CU00464,SUV,Mahindra XUV400,75,0
V04278,CU03861,SUV,Hyundai Ioniq 5,82,1
V04279,CU00451,SUV,Mahindra XUV400,70,1
V04280,CU01916,SUV,Hyundai Ioniq 5,100,3
V04281,CU00924,SUV,Tata Nexon EV,70,2
V04282,CU03623,SUV,Hyundai Ioniq 5,100,1
V04283,CU00316,SUV,Hyundai Ioniq 5,70,0
V04284,CU04767,SUV,Hyundai Ioniq 5,100,1
V04285,CU04794,Hatchback,Tata Tiago EV,35,1
V04286,CU01377,Hatchback,MG Comet,30,4
V04287,CU02816,Sedan,MG5,60,3
V04288,CU01263,Commercial Van,Mahindra Treo,120,4
V04289,CU01128,Two-Wheeler,Ola S1,2,3
V04290,CU02926,SUV,Hyundai Ioniq 5,82,1
V04291,CU01053,Sedan,MG5,55,0
V04292,CU04185,Hatchback,Tata Tiago EV,35,4
V04293,CU02423,Two-Wheeler,Ola S1,3,3
V04294,CU03469,Two-Wheeler,Ather 450X,2,3
V04295,CU04460,Hatchback,MG Comet,35,0
V04296,CU04022,Two-Wheeler,Ather 450X,4,3
V04297,CU04410,Sedan,MG5,50,0
V04298,CU00548,Sedan,BYD Seal,55,2
V04299,CU04892,Two-Wheeler,Ather 450X,3,1
V04300,CU03524,SUV,Mahindra XUV400,82,4
V04301,CU01530,Two-Wheeler,Ather 450X,3,0
V04302,CU00107,Hatchback,MG Comet,30,2
V04303,CU00857,Sedan,MG5,50,3
V04304,CU02985,Sedan,BYD Seal,60,2
V04305,CU04387,Sedan,MG5,60,4
V04306,CU04713,SUV,Tata Nexon EV,82,1
V04307,CU01251,Sedan,MG5,50,4
V04308,CU01612,Sedan,BYD Seal,50,1
V04309,CU01791,Sedan,BYD Seal,60,1
V04310,CU00868,Two-Wheeler,Ather 450X,2,0
V04311,CU02770,SUV,Mahindra XUV400,82,1
V04312,CU04254,SUV,Tata Nexon EV,100,2
V04313,CU00328,Hatchback,MG Comet,35,1
V04314,CU03817,Sedan,BYD Seal,50,3
V04315,CU03149,Hatchback,Tata Tiago EV,30,3
V04316,CU03382,Hatchback,Tata Tiago EV,40,2
V04317,CU02375,Sedan,MG5,60,3
V04318,CU02556,Hatchback,MG Comet,30,4
V04319,CU04966,SUV,Tata Nexon EV,82,3
